Location,England,Mainland China,India,New Zealand,Philippines,Vietnam,South Africa,Italy,Malaysia,Sri Lanka,Scotland,Nepal,South Korea,Germany,Greece,United States,Hong Kong SAR
Residents,986460,677240,660350,570000,293770,262910,193860,182520,175920,140260,133920,117870,116030,112420,106660,108570,101290
