latitude,price
-32.06455,750
-33.98598,750
-31.66261,750
-31.90252,750
-33.64106,750
-33.64206,750
-31.8856,750
-34.98372,750
-33.49993,750
-33.63195,750
-33.96294,750
-32.06545,750
-32.10258,750
-33.69237,750
-31.98033,750
-33.60369,750
-33.95074,750
-33.6128,750
-35.0065,750
-33.63002,750
-31.9324,750
-27.7706,750
-31.97896,750
-32.58403,750
-33.65034,750
-31.72576,750
-34.33326,750
-33.77821,750
-31.01731,750
-17.95804,750
-17.92171,750
-31.83486,750
-33.64408,750
-31.91508,750
-27.70497,750
-33.51626,750
-33.60581,750
-31.91579,750
-33.63144,750
-31.99446,750
-31.98827,750
-35.08811,750
-31.86882,750
-31.83532,750
-32.00977,750
-17.97124,750
-33.6047,750
-33.56061,750
-32.05616,750
-28.77962,750
-31.94969,750
-31.85065,750
-34.96919,750
-32.53868,750
-32.52511,750
-20.67203,750
-33.84141,750
-17.95797,750
-33.60744,750
-33.63163,750
-32.0763,750
-34.98901,750
-32.4398,750
-21.93127,747
-31.93438,745
-31.79332,745
-31.69703,745
-31.96317,745
-31.94663,745
-31.96389,745
-33.95005,745
-32.00546,745
-31.78623,745
-31.88683,745
-31.93516,745
-31.9464,745
-31.95054,745
-31.96833,745
-31.94823,745
-31.94835,745
-31.83073,744
-32.03261,744
-33.6247,744
-32.07383,744
-33.94278,742
-33.34266,742
-33.95072,742
-33.61182,742
-32.07936,742
-31.90242,742
-32.59774,741
-33.99361,740
-33.65681,740
-31.94499,738
-32.072,738
-33.86225,738
-33.61912,738
-31.89104,738
-32.63583,736
-32.59449,736
-31.93882,736
-32.58412,736
-32.58644,736
-32.52556,736
-32.53462,736
-30.30927,736
-32.53781,736
-33.93764,735
-33.70435,735
-32.0825,735
-31.80353,732
-33.64967,730
-17.96297,728
-21.93515,726
-31.97325,726
-31.95423,726
-31.9833,726
-33.61259,726
-31.90121,725
-32.06556,725
-31.88345,722
-33.60255,722
-31.95274,720
-32.0111,720
-34.91773,720
-31.94895,720
-32.07299,720
-34.98618,720
-32.05616,720
-31.77547,720
-33.94835,720
-31.55825,720
-34.37184,720
-32.06308,720
-31.94731,720
-17.96738,720
-30.32243,720
-33.14999,720
-31.34718,720
-34.96518,720
-32.06346,720
-32.52691,720
-33.85348,720
-30.31972,720
-31.89037,720
-31.98804,720
-31.92416,720
-33.86656,720
-33.6899,720
-32.62041,720
-32.09998,720
-31.65259,720
-33.65571,720
-33.65847,720
-33.96958,720
-15.77607,720
-31.98133,720
-34.98244,720
-25.92667,720
-24.86312,720
-35.08413,720
-31.93768,720
-31.97325,714
-17.92927,711
-21.93049,708
-21.93342,708
-31.97325,708
-31.93291,708
-21.92447,708
-31.98339,708
-31.93865,708
-31.87944,707
-31.96028,707
-31.96049,707
-31.96028,707
-31.9492,707
-31.94665,707
-31.98413,707
-31.8791,707
-31.92777,707
-31.89896,707
-32.01414,707
-22.68102,705
-22.68065,705
-33.62337,704
-33.6557,704
-33.86752,700
-33.60801,700
-32.10952,700
-31.95515,700
-33.94985,700
-33.9965,700
-33.94294,700
-31.95393,700
-33.64768,700
-33.61268,700
-32.58645,700
-33.60818,700
-33.28075,700
-33.99526,700
-33.65818,700
-33.66031,700
-33.65657,700
-33.65619,700
-32.60484,700
-33.99392,700
-33.14588,700
-33.61278,700
-34.9756,700
-33.62918,700
-33.64529,700
-31.69013,700
-33.6611,700
-32.27739,700
-31.96033,700
-31.88667,700
-31.85769,700
-32.03755,700
-33.65854,700
-30.97783,700
-33.67218,700
-31.94853,700
-32.54577,700
-31.32711,700
-31.77398,700
-33.56463,700
-33.71878,700
-33.96219,700
-33.95444,700
-31.75456,700
-21.95515,700
-33.60969,700
-31.96851,700
-31.6894,700
-32.15371,700
-31.87255,700
-31.54831,700
-33.68649,700
-33.63993,700
-35.02315,700
-33.6519,700
-33.99761,700
-33.66164,700
-33.8774,700
-31.8497,700
-31.85004,700
-33.63258,700
-35.05667,700
-32.50451,700
-31.92775,700
-33.401,700
-32.55325,700
-32.27458,700
-32.63647,700
-32.58452,700
-33.60185,700
-31.94222,700
-32.46809,700
-33.77841,700
-33.65368,700
-33.95005,700
-31.11249,700
-21.94751,698
-33.9951,698
-31.97325,696
-31.97325,696
-31.76006,696
-33.60913,696
-31.98422,695
-31.87269,695
-32.05432,695
-32.0534,695
-31.88858,695
-31.88015,695
-31.89356,693
-32.04691,693
-32.12596,693
-32.5233,692
-34.67906,690
-31.95358,690
-33.64043,690
-31.8677,690
-31.97562,690
-35.01068,690
-34.0735,690
-34.07166,690
-34.07226,690
-21.9552,690
-32.2748,690
-33.69203,690
-31.94091,690
-31.56221,690
-31.34849,690
-32.00711,690
-33.77503,689
-31.9457,688
-31.83072,687
-31.9547,686
-31.83073,684
-31.89075,680
-35.01173,680
-33.56387,680
-33.62407,680
-33.61204,680
-21.92308,680
-33.94088,679
-31.97749,676
-31.90909,676
-31.70587,676
-31.79554,676
-31.88902,676
-30.30653,676
-31.96944,676
-32.06356,675
-31.95341,675
-31.90187,675
-31.66121,675
-31.94968,675
-31.86764,675
-31.99348,675
-32.01864,675
-34.98474,675
-31.94663,675
-33.66293,675
-33.65872,672
-33.65521,670
-33.65859,670
-33.65886,670
-33.96541,670
-32.01347,666
-31.97403,665
-31.79696,665
-31.93075,665
-31.9432,664
-21.93577,664
-31.95129,660
-31.94881,660
-31.94912,660
-17.92913,660
-31.34832,660
-32.05754,660
-31.78866,660
-32.00618,660
-30.31108,660
-33.68278,660
-31.91943,660
-32.05853,660
-33.99604,660
-33.64288,660
-31.79584,660
-31.99379,660
-31.35017,660
-33.65917,660
-33.63888,660
-33.62418,660
-35.02601,660
-31.88581,660
-31.94586,660
-33.99656,660
-29.24659,660
-33.56127,660
-31.99516,660
-31.96607,660
-31.83372,660
-35.02316,660
-32.05471,660
-31.9946,660
-33.90074,660
-32.59329,660
-33.63459,660
-33.89468,660
-30.75232,660
-31.98775,660
-33.85618,660
-32.0744,660
-31.93759,660
-33.86788,660
-33.3138,659
-32.08569,658
-31.67584,658
-31.94139,658
-33.72634,656
-31.99327,655
-31.94504,655
-31.98922,655
-32.08054,655
-31.95738,655
-31.9476,655
-31.95935,655
-31.95017,655
-31.94669,655
-31.9505,655
-31.94669,655
-32.05505,655
-31.89727,655
-31.95265,655
-31.9506,655
-31.97079,655
-31.94689,655
-31.94356,655
-31.98967,654
-33.94906,652
-33.98431,652
-31.7743,650
-33.97694,650
-33.52008,650
-33.63072,650
-33.62501,650
-35.00726,650
-35.00559,650
-35.00577,650
-32.00287,650
-32.60859,650
-33.6108,650
-33.63625,650
-33.65752,650
-33.61973,650
-33.6308,650
-33.62732,650
-33.95798,646
-31.99341,645
-31.94211,645
-31.95145,645
-31.92549,645
-21.93533,645
-31.78634,645
-31.99474,645
-33.94834,644
-31.9804,644
-32.53415,640
-32.07247,640
-33.95923,640
-33.9908,640
-32.59426,640
-21.93541,640
-33.65764,640
-31.94963,640
-33.67428,640
-32.05946,640
-33.98871,640
-32.54668,640
-31.99111,640
-33.62205,640
-33.60875,640
-33.60857,640
-33.60942,640
-35.02361,640
-31.99461,640
-33.80225,640
-33.65369,640
-33.7184,640
-34.31774,640
-33.94649,640
-33.78399,640
-31.81165,640
-33.62228,640
-30.41094,640
-33.6074,638
-32.05133,636
-31.89154,636
-31.83641,636
-31.95129,636
-31.90056,636
-31.95464,636
-31.95317,636
-21.93094,636
-31.92722,630
-31.92825,630
-31.8923,630
-32.06422,630
-32.27484,630
-33.6594,630
-29.26514,630
-32.58304,630
-33.64736,630
-32.03218,630
-31.89851,630
-34.26388,630
-33.61483,630
-33.63028,630
-31.65025,630
-31.94695,630
-32.05925,630
-32.06871,630
-31.74379,627
-17.92779,627
-21.93421,626
-31.94899,625
-31.97373,625
-31.89737,625
-35.02284,625
-35.02482,625
-35.02345,625
-35.02264,625
-33.52135,624
-31.78527,623
-32.00955,623
-21.92916,621
-33.98145,620
-33.14393,620
-35.00713,620
-35.0059,620
-35.00672,620
-33.61533,620
-35.00899,620
-32.2763,620
-34.91304,620
-32.93117,616
-27.71368,616
-32.4908,616
-32.05754,615
-34.94582,615
-31.99359,615
-21.92628,615
-32.29479,615
-17.95743,615
-33.61355,614
-33.6256,614
-33.60628,614
-33.90987,612
-33.65907,612
-33.65689,612
-31.94211,612
-31.73695,610
-33.63424,610
-21.92792,610
-21.93029,610
-34.4464,610
-31.97483,609
-31.94007,608
-33.67691,606
-31.90666,606
-32.04083,606
-31.96152,606
-32.06439,606
-33.61008,606
-21.93646,606
-21.9256,606
-17.96288,605
-32.05188,605
-31.9534,605
-31.9534,605
-31.91208,605
-32.02089,605
-31.95142,605
-31.87512,605
-31.8127,605
-31.95693,605
-32.03957,605
-32.06011,605
-32.06081,605
-31.94497,605
-31.56692,601
-35.02431,601
-32.03625,600
-31.94865,600
-32.06012,600
-33.98415,600
-31.88497,600
-32.05878,600
-32.06216,600
-32.0673,600
-32.06011,600
-32.04622,600
-32.02746,600
-33.63271,600
-32.07503,600
-33.99282,600
-33.99578,600
-31.95616,600
-31.95439,600
-31.9554,600
-33.64486,600
-33.60753,600
-31.9263,600
-33.66128,600
-31.84203,600
-33.85962,600
-31.95184,600
-33.15096,600
-35.02287,600
-33.61176,600
-33.9478,600
-31.97465,600
-32.12702,600
-33.94985,600
-33.65626,600
-31.88472,600
-33.33299,600
-31.78306,600
-33.56034,600
-33.4019,600
-32.03155,600
-31.97174,600
-32.27535,600
-31.02337,600
-33.64159,600
-33.63499,600
-33.86768,600
-31.80503,600
-31.95157,600
-33.65718,600
-32.00837,600
-17.92952,600
-33.60908,600
-32.49721,600
-34.91279,600
-33.65542,600
-34.91169,600
-33.62962,600
-31.34817,600
-31.96911,600
-31.886,600
-33.63105,600
-32.59814,600
-34.93595,600
-33.65916,600
-33.95502,600
-33.60682,600
-31.97278,600
-33.86551,600
-31.82603,600
-21.92994,600
-33.65414,600
-32.04251,600
-31.88389,600
-33.65981,600
-33.61796,600
-32.00828,600
-33.9811,600
-33.63166,600
-31.89297,600
-33.6157,600
-31.01848,600
-35.00727,600
-32.64009,600
-32.27622,600
-33.14483,600
-34.97047,600
-33.33957,600
-31.844,600
-33.97243,600
-31.87887,600
-33.18024,600
-33.75457,600
-33.65847,600
-31.8794,600
-31.82949,600
-31.95893,600
-33.87291,600
-33.59965,600
-32.00534,600
-33.61912,600
-30.3071,600
-33.95447,600
-32.58309,600
-33.88328,600
-31.98654,600
-31.01635,600
-35.02515,600
-33.99592,600
-33.65806,600
-31.94173,600
-33.52476,600
-33.62102,600
-33.9518,600
-33.62967,600
-33.6315,600
-32.59174,600
-33.8643,600
-31.78669,600
-32.00778,600
-33.60784,600
-33.9766,600
-33.99613,600
-33.65832,600
-31.83073,600
-32.02227,600
-32.58652,600
-25.93132,600
-33.94892,600
-33.95043,600
-32.1328,600
-33.94851,600
-31.98923,600
-32.0128,600
-31.90019,600
-31.89703,600
-33.60039,600
-33.94585,600
-31.92211,600
-33.98099,600
-33.90235,600
-33.65871,600
-32.04596,600
-32.06857,600
-33.61515,600
-33.60914,600
-34.94933,600
-33.66125,600
-33.61473,600
-31.90184,600
-33.63577,600
-30.73012,600
-31.96721,600
-32.58784,600
-30.31653,600
-33.61916,600
-33.60164,600
-33.86709,600
-31.94179,600
-32.01573,600
-31.94189,600
-31.89172,600
-31.98842,600
-17.95801,600
-33.5978,600
-32.09464,600
-33.88955,600
-31.88156,600
-31.04439,600
-31.88167,600
-31.94032,600
-33.63438,600
-33.60479,600
-31.97726,600
-33.94664,600
-33.83644,600
-33.60191,600
-33.86757,600
-30.32156,600
-33.62293,600
-33.62634,600
-33.99275,600
-31.84432,600
-33.60295,600
-32.59418,600
-35.00442,600
-31.93791,600
-17.9214,600
-31.93197,600
-33.94853,600
-34.96511,600
-35.05857,600
-35.05701,600
-33.94883,600
-32.52622,599
-31.95528,599
-32.06282,598
-35.02033,598
-35.08861,598
-33.97299,598
-33.95635,598
-32.30015,597
-33.8571,597
-21.93004,597
-32.04561,596
-33.92269,596
-31.98156,596
-31.87475,596
-31.98954,596
-32.03775,596
-32.05634,596
-32.0337,596
-31.65212,596
-31.92934,596
-32.0688,596
-31.93125,596
-32.0336,596
-31.89343,596
-31.99277,595
-33.61109,594
-33.6304,594
-33.9539,594
-32.06338,594
-33.8647,594
-35.02285,592
-32.00484,591
-35.08882,591
-34.07643,590
-33.6493,590
-33.52277,590
-33.6572,590
-34.02721,590
-34.02789,590
-30.31377,590
-33.99131,590
-32.58671,590
-35.0021,590
-34.96332,590
-31.97176,590
-33.65631,590
-32.5951,590
-33.3286,590
-31.95611,590
-32.05881,588
-33.61307,588
-33.94783,588
-31.92123,588
-33.59859,588
-33.60369,588
-33.56031,588
-33.55677,588
-33.95068,586
-32.06579,585
-33.77882,585
-32.00831,585
-32.57324,585
-32.04262,585
-31.77117,585
-25.92299,585
-25.9249,585
-33.94767,584
-33.60766,584
-33.60783,584
-31.69251,581
-33.99145,580
-32.10813,580
-33.99092,580
-34.44243,580
-33.61124,580
-32.07133,580
-33.97777,580
-32.06048,580
-33.94765,580
-35.02767,580
-33.94619,580
-33.59923,580
-33.69533,580
-33.72165,580
-33.99086,580
-33.99714,580
-33.72296,580
-17.96669,580
-33.91515,580
-32.50611,578
-33.94087,578
-31.74367,578
-31.68784,578
-17.93607,576
-31.96139,576
-32.30481,576
-21.93629,576
-17.95495,576
-31.98226,575
-32.52514,575
-32.52399,575
-31.90066,575
-33.62703,574
-31.94341,573
-34.32755,572
-31.34827,572
-32.06137,572
-33.62892,572
-33.95345,570
-31.94448,570
-33.99899,570
-32.03282,570
-31.55253,570
-32.01439,570
-33.98271,570
-28.74962,570
-32.05321,570
-34.9827,570
-17.93152,570
-32.08831,570
-35.00035,570
-34.96517,570
-32.60636,570
-34.39362,570
-32.22101,570
-33.84594,570
-31.97197,570
-32.26116,570
-35.05871,570
-32.0054,570
-34.99785,570
-33.6054,568
-31.94885,568
-34.39229,567
-21.9354,567
-33.90966,566
-33.94944,566
-32.03578,564
-31.94786,564
-31.98875,564
-33.61234,564
-33.62287,564
-33.62522,564
-33.61528,564
-33.53076,561
-31.8675,561
-31.9411,561
-33.85877,561
-21.92857,561
-21.92871,561
-31.98234,560
-31.96037,560
-33.75393,560
-31.96064,560
-31.95034,560
-31.92056,560
-31.98005,560
-31.80506,560
-31.9468,560
-31.97949,560
-33.85594,560
-33.15117,560
-31.27556,560
-32.27681,560
-33.66032,560
-32.47501,560
-33.99207,560
-33.62449,560
-33.6032,560
-31.93876,560
-33.95104,560
-33.63319,560
-31.02336,560
-33.96564,560
-31.94877,560
-31.95092,560
-33.86806,560
-31.92474,560
-34.91162,560
-34.91156,560
-33.64709,560
-33.62028,560
-33.652,560
-28.66741,560
-33.65664,560
-15.77554,560
-31.35063,560
-34.02963,560
-32.56025,560
-33.65581,560
-34.4878,560
-34.48699,560
-34.48725,560
-32.03044,560
-33.59812,560
-33.94627,560
-33.94494,558
-31.88937,558
-21.92228,558
-31.94459,556
-31.97271,556
-31.89303,556
-31.94619,556
-31.9405,555
-32.06874,555
-31.9563,555
-32.0544,555
-31.96555,555
-31.89517,555
-31.95481,555
-31.95184,555
-33.95051,554
-31.93567,553
-31.99596,553
-34.67311,552
-32.52746,552
-32.20842,552
-33.64495,552
-27.71727,552
-33.70365,552
-34.6733,552
-32.22657,552
-31.10101,552
-33.65761,551
-33.65779,550
-33.65629,550
-28.76638,550
-33.6717,550
-33.67376,550
-33.15335,550
-31.10454,550
-31.02433,550
-33.65504,550
-33.64327,550
-33.95685,550
-31.90337,548
-32.52361,548
-33.60148,548
-33.62891,548
-33.95109,548
-32.02404,548
-32.07064,548
-32.11518,548
-33.61796,548
-33.59824,548
-32.07088,546
-32.5236,546
-31.89587,546
-31.94423,544
-31.89649,543
-33.95472,542
-31.94435,540
-32.56585,540
-33.63113,540
-33.63113,540
-32.06125,540
-33.97823,540
-34.37418,540
-33.94114,540
-32.05631,540
-32.04709,540
-31.84106,540
-31.99293,540
-34.83646,540
-33.6082,540
-31.95808,540
-33.98135,540
-31.99424,540
-32.0309,540
-33.8327,540
-32.05135,540
-31.95572,540
-34.00154,540
-31.73517,540
-31.95194,540
-31.92312,540
-31.97916,540
-31.98766,540
-34.98249,540
-32.05395,540
-32.01117,540
-34.09211,540
-33.9485,540
-17.958,540
-32.01023,540
-32.05586,540
-32.05526,540
-33.6603,540
-33.66258,540
-32.58221,540
-33.65847,540
-21.94343,540
-17.93426,540
-27.71877,540
-35.02341,540
-31.97097,540
-32.12977,540
-30.30222,540
-33.63485,540
-31.98555,540
-32.06823,540
-31.8981,540
-33.98619,540
-31.81421,540
-33.64706,540
-21.93237,540
-31.94611,540
-33.8717,540
-33.61013,540
-33.60975,540
-33.60852,540
-31.92477,540
-33.60965,540
-28.74114,540
-32.06105,540
-32.06071,540
-32.06273,540
-31.95069,540
-31.99417,540
-33.60864,540
-33.68972,540
-31.93001,540
-32.25036,540
-34.39676,540
-33.5643,540
-34.09101,540
-21.9356,540
-34.98141,540
-31.94421,540
-31.98318,540
-31.89066,540
-32.03234,540
-33.65344,540
-33.6188,540
-31.94932,540
-33.63307,540
-32.03941,540
-33.66062,540
-33.86889,538
-34.44896,538
-32.00893,538
-17.93486,535
-31.95739,534
-31.96676,534
-32.05644,532
-33.94928,532
-31.9537,532
-32.04689,532
-34.99454,532
-35.0084,531
-33.77542,530
-33.67919,530
-33.95394,530
-33.93614,530
-29.27665,530
-31.99997,528
-33.61409,528
-33.62905,528
-33.62685,528
-32.52113,526
-32.52353,526
-32.58281,526
-32.58344,526
-32.52671,526
-32.52272,526
-31.92674,525
-32.0684,525
-31.8906,525
-31.92711,525
-31.95614,525
-31.93718,525
-31.92775,525
-32.05275,525
-32.05089,525
-33.62129,525
-33.64808,525
-32.11991,525
-31.93091,525
-31.94042,525
-31.94835,525
-32.0146,525
-31.93096,525
-31.94164,524
-31.95208,524
-33.97783,524
-31.89865,524
-31.96982,524
-31.91455,524
-33.65154,524
-31.90132,524
-31.89521,524
-31.94553,524
-31.98149,524
-21.93548,522
-32.34532,522
-21.93596,522
-21.93397,522
-33.65149,522
-32.2628,522
-34.05301,522
-33.61832,522
-33.65365,522
-34.83697,522
-33.65792,522
-25.92656,522
-21.91827,522
-31.94365,522
-17.92769,521
-32.53809,520
-33.62084,520
-32.00235,520
-35.02707,520
-33.6676,520
-33.99479,520
-33.95319,520
-33.62703,520
-33.65353,520
-33.75557,520
-32.52947,520
-31.94312,520
-31.84004,520
-33.95352,520
-32.70878,520
-33.62779,520
-32.1688,520
-33.63,520
-33.99973,520
-34.45335,520
-31.34872,520
-34.32791,520
-35.00333,520
-35.0052,520
-35.00576,520
-35.00701,520
-31.02069,520
-33.94759,520
-35.00609,520
-34.08645,520
-34.08714,520
-33.99632,520
-32.05311,520
-33.75498,520
-32.55626,520
-32.0283,520
-34.08699,520
-31.10163,520
-31.96809,518
-32.00807,518
-31.87753,518
-33.60166,518
-33.60099,518
-33.60853,518
-33.60161,518
-32.04705,516
-31.98732,516
-31.93676,516
-31.96086,515
-32.01223,512
-31.97595,512
-33.63421,512
-33.63356,512
-31.89284,512
-33.61389,512
-33.61521,512
-33.61456,512
-33.61431,512
-33.65194,510
-31.95725,510
-33.98353,510
-33.75119,510
-31.99942,510
-34.96083,510
-33.65824,510
-33.64901,510
-33.96084,510
-32.00504,510
-34.98407,510
-33.64101,510
-27.70237,510
-31.8795,510
-31.71557,510
-32.29273,510
-31.94503,510
-31.74225,510
-31.0158,508
-32.06377,507
-32.06991,507
-34.99963,507
-32.01248,507
-31.97638,507
-31.95818,507
-32.02652,507
-31.89803,507
-31.89127,507
-31.89522,507
-33.62632,506
-21.92817,506
-21.92901,506
-21.93015,506
-21.92847,506
-21.92829,506
-21.92842,506
-21.93019,506
-21.92962,506
-33.63099,506
-32.05271,505
-31.96055,505
-31.96053,505
-31.90641,505
-31.95498,505
-31.95548,505
-31.93418,505
-31.94609,505
-31.94669,505
-31.95004,505
-32.06911,505
-31.94708,505
-31.94664,505
-31.97551,505
-31.93839,505
-34.2697,504
-31.92986,504
-31.69159,504
-17.96686,503
-31.90159,502
-32.51251,502
-33.9783,501
-17.95147,501
-31.04577,501
-31.89588,501
-35.02543,500
-35.01387,500
-33.95403,500
-33.15435,500
-31.67481,500
-33.14281,500
-33.78203,500
-33.94691,500
-32.56859,500
-31.94557,500
-17.93128,500
-17.93128,500
-17.93128,500
-17.93128,500
-17.93128,500
-17.93128,500
-31.88672,500
-30.06898,500
-31.77323,500
-33.96763,500
-34.96104,500
-34.96122,500
-34.96111,500
-31.9822,500
-32.71017,500
-33.08539,500
-17.93221,500
-35.02419,500
-33.94978,500
-33.64866,500
-31.75865,500
-32.58893,500
-33.52083,500
-33.43845,500
-27.74393,500
-34.35495,500
-35.02289,500
-32.63281,500
-33.65467,500
-28.72074,500
-32.57999,500
-33.99642,500
-33.60927,500
-32.59849,500
-33.40374,500
-33.62048,500
-33.93482,500
-33.6263,500
-33.98844,500
-32.47188,500
-33.62263,500
-31.5523,500
-33.59967,500
-33.94899,500
-32.88295,500
-31.95021,500
-30.31158,500
-33.1487,500
-33.95667,500
-32.82743,500
-30.30105,500
-33.95513,500
-33.71015,500
-33.67969,500
-33.81644,500
-33.97906,500
-33.6086,500
-31.95858,500
-33.62487,500
-33.62134,500
-33.61364,500
-33.639,500
-32.00291,500
-31.6533,500
-32.12834,500
-17.96307,500
-31.3449,500
-33.52323,500
-33.39929,500
-33.99728,500
-33.63506,500
-34.95129,500
-31.00777,500
-31.8503,500
-30.97495,500
-33.52163,500
-31.97637,500
-33.14258,500
-33.52488,500
-33.60956,500
-33.60963,500
-33.60982,500
-32.27883,500
-33.62116,500
-33.55916,500
-33.46713,500
-31.79454,500
-33.60961,500
-33.60796,500
-33.95401,500
-33.65132,500
-32.52855,500
-33.95572,500
-31.55951,500
-33.60688,500
-31.0163,500
-30.31517,500
-33.60176,500
-33.94785,500
-33.61904,500
-33.32521,500
-33.68386,500
-33.51424,500
-33.65327,500
-30.31813,500
-33.9961,500
-33.33012,500
-33.64366,500
-33.64244,500
-33.93246,500
-17.92244,500
-33.65813,500
-31.00775,500
-32.58639,500
-32.52197,500
-30.31043,500
-31.01082,500
-33.64162,500
-31.94354,500
-34.97328,500
-33.98127,500
-32.88092,500
-32.5902,500
-31.95075,500
-33.83505,500
-31.00428,500
-33.61066,500
-31.02159,500
-33.65133,500
-34.31478,500
-32.01272,500
-32.58861,500
-32.47252,500
-33.99159,500
-32.01373,500
-33.40134,500
-32.0111,500
-32.0438,500
-33.94837,500
-33.96,500
-31.1002,500
-32.87983,500
-33.15481,500
-34.03117,500
-17.93104,500
-33.63715,500
-31.89267,500
-35.05668,500
-34.69503,500
-32.01151,500
-27.7055,500
-31.88622,500
-31.90821,500
-31.95684,500
-33.64519,500
-33.9701,500
-32.01863,500
-32.50407,499
-27.70219,498
-33.98978,498
-31.96846,498
-32.0181,498
-17.93171,498
-31.94575,496
-33.9549,496
-32.2768,496
-21.91876,496
-32.2734,496
-33.95625,496
-33.62406,496
-33.60737,496
-33.62708,496
-33.60544,496
-31.82914,495
-32.02191,495
-31.89406,495
-32.06051,495
-32.00663,495
-32.03094,495
-33.94167,495
-31.83238,495
-31.94089,495
-32.05641,495
-31.95458,495
-31.99231,495
-28.788,495
-33.60142,495
-17.96196,495
-33.6216,495
-31.88788,495
-32.07922,495
-33.67804,495
-32.01957,495
-32.50159,495
-34.96701,494
-18.012,492
-32.07405,492
-31.97595,492
-35.00585,492
-32.00485,492
-32.54286,492
-32.53705,492
-31.9522,492
-33.61757,492
-32.03049,492
-31.98583,492
-31.79133,492
-33.67557,492
-32.34702,492
-34.31415,491
-31.92752,490
-31.95353,490
-31.79107,490
-33.86787,490
-33.65683,490
-31.94798,490
-31.98861,490
-31.27653,490
-31.75316,490
-31.91426,490
-31.94204,490
-33.65794,490
-33.66548,490
-35.0262,490
-31.95954,486
-31.95709,486
-31.98358,486
-31.97477,486
-31.01807,486
-31.10066,486
-31.98275,486
-31.88068,486
-31.88004,486
-35.02339,485
-31.98886,484
-28.76417,484
-31.89511,484
-31.91176,484
-31.99652,484
-33.85317,484
-33.63068,483
-32.52474,482
-31.77795,481
-33.60632,480
-33.69664,480
-34.99823,480
-17.95479,480
-31.6921,480
-33.72008,480
-33.82355,480
-32.57929,480
-35.00856,480
-33.9932,480
-31.89389,480
-33.6549,480
-33.98678,480
-34.0596,480
-21.97488,480
-32.05634,480
-35.00023,480
-34.98678,480
-33.82411,480
-34.9865,480
-34.98687,480
-29.26638,480
-33.98454,480
-33.82471,480
-34.9663,480
-33.94801,480
-33.67782,480
-33.83738,480
-33.82104,480
-34.98089,480
-32.57562,480
-33.65779,480
-33.59865,480
-33.96655,480
-33.637,480
-32.6363,480
-33.77145,480
-31.89547,480
-32.06242,480
-33.77211,480
-33.77375,480
-33.92065,480
-32.58305,480
-32.07278,480
-33.8248,480
-33.65864,480
-34.0904,480
-30.78446,480
-32.04341,480
-33.65821,480
-34.08686,480
-25.92221,480
-32.57941,480
-31.88773,480
-34.98176,480
-31.97435,480
-33.65037,480
-34.96797,480
-31.95984,480
-33.8351,480
-33.94508,480
-34.94015,480
-31.55751,480
-32.67576,480
-33.6581,480
-31.90381,480
-27.7477,480
-33.64795,480
-31.95967,480
-31.02807,480
-31.55793,480
-32.06965,477
-32.02727,477
-32.02737,477
-32.02747,477
-31.97422,477
-31.97248,477
-32.01473,477
-32.07822,477
-32.04872,477
-32.30454,477
-32.05549,477
-32.06036,477
-32.05491,477
-31.81371,477
-31.98251,477
-31.92709,477
-31.94613,477
-32.05625,477
-31.94959,477
-32.00836,476
-32.0482,476
-31.75939,476
-31.94742,476
-33.6139,476
-31.99749,476
-31.95341,475
-31.94015,475
-32.05216,475
-31.88431,475
-31.95382,475
-33.99393,474
-32.53007,474
-33.65665,474
-31.95081,472
-33.63275,472
-33.63259,472
-33.94898,472
-31.85823,472
-32.03865,472
-33.95105,472
-32.05653,472
-33.95873,472
-33.95031,472
-32.06905,471
-31.87464,471
-31.95674,471
-31.87048,471
-31.98946,471
-35.00825,471
-33.71713,470
-33.64203,470
-32.53377,470
-31.91224,470
-34.02595,470
-33.56409,470
-34.96342,470
-34.02978,470
-32.5236,468
-31.89645,465
-31.89262,465
-31.75817,465
-31.97536,465
-32.05501,465
-31.94817,465
-31.94555,465
-33.84117,464
-31.98934,464
-21.93493,464
-32.11543,462
-31.90691,462
-31.90088,462
-31.9539,462
-31.91832,462
-31.89348,462
-31.9048,462
-33.63207,462
-32.11618,462
-31.98075,460
-31.95282,460
-33.99222,460
-33.65151,460
-33.95105,460
-31.34504,460
-32.06031,460
-32.06785,460
-31.97335,460
-31.927,460
-33.64955,460
-33.85595,460
-35.00559,460
-30.50188,460
-33.67837,460
-34.41282,460
-31.87368,460
-32.88188,460
-34.02859,460
-31.35084,460
-31.01577,460
-30.06746,460
-33.94173,460
-33.55626,460
-31.02282,460
-31.10143,460
-32.57276,460
-33.61524,460
-33.95111,460
-30.74232,460
-31.93128,460
-35.00541,460
-33.53334,458
-31.67014,456
-33.95142,456
-32.07706,456
-32.06997,455
-31.91321,455
-31.95483,455
-31.93782,455
-33.64889,454
-32.52881,454
-31.27646,454
-31.11048,454
-28.74638,450
-33.86632,450
-33.6144,450
-33.52336,450
-34.31441,450
-32.04057,450
-28.74605,450
-31.90034,450
-31.65774,450
-28.74743,450
-33.66509,450
-32.54999,450
-34.94346,450
-33.61166,450
-17.95003,450
-31.82923,450
-31.96161,450
-34.98438,450
-29.27594,450
-32.05391,450
-32.27094,450
-18.32818,450
-32.54102,450
-31.55396,450
-34.97923,450
-32.04353,450
-33.67115,450
-33.94585,450
-33.61347,450
