latitude,price
-31.90575,1650
-33.60515,1650
-33.97777,1644
-32.06278,1638
-31.85982,1638
-31.85795,1638
-31.8603,1638
-33.62347,1638
-32.01581,1636
-33.59971,1632
-33.56536,1629
-32.11979,1610
-33.95311,1610
-34.072,1610
-31.88548,1610
-33.59917,1604
-33.62455,1604
-32.01614,1600
-33.63024,1600
-33.60839,1600
-32.62271,1600
-33.5554,1599
-33.72179,1598
-33.9524,1598
-31.94173,1598
-17.92228,1598
-34.08513,1598
-33.86641,1593
-17.95723,1593
-31.9322,1580
-17.94348,1578
-31.99262,1575
-33.65595,1575
-31.84783,1575
-31.96049,1575
-31.94392,1575
-31.89605,1564
-31.89517,1564
-17.95831,1563
-33.68039,1557
-31.78774,1554
-33.5969,1554
-24.88271,1550
-21.94955,1550
-32.27528,1540
-31.95612,1526
-31.95489,1526
-31.95418,1526
-33.6435,1518
-33.9966,1503
-33.95027,1503
-31.01792,1503
-17.9583,1503
-31.93331,1500
-31.853,1500
-30.74653,1500
-33.65354,1500
-33.60833,1500
-31.98035,1500
-32.06925,1500
-31.98226,1500
-33.614,1500
-32.07128,1500
-31.98278,1500
-31.97749,1500
-31.93467,1500
-33.59411,1500
-33.60532,1500
-31.83955,1500
-34.02502,1500
-31.90159,1500
-33.66234,1500
-33.66314,1500
-33.65493,1498
-31.95944,1495
-32.09729,1494
-31.95158,1494
-32.03155,1490
-31.95126,1490
-31.95705,1488
-33.6085,1488
-33.96107,1488
-17.97007,1485
-33.9914,1485
-21.94837,1474
-32.04206,1470
-31.95088,1470
-31.95021,1470
-33.5306,1470
-31.89335,1470
-31.98081,1470
-33.64674,1455
-32.52216,1450
-31.99792,1444
-31.89043,1440
-33.62572,1440
-32.01218,1440
-33.63634,1434
-33.60537,1430
-32.06291,1425
-33.63922,1425
-32.04519,1420
-18.01362,1418
-31.95437,1414
-32.53217,1414
-33.60482,1413
-33.60947,1413
-31.68982,1400
-31.90332,1400
-31.76639,1400
-32.02449,1400
-31.88187,1400
-32.31309,1400
-32.53789,1400
-31.73025,1400
-31.82636,1400
-31.81881,1400
-31.94322,1400
-31.90139,1400
-32.00035,1400
-32.00712,1400
-31.97462,1400
-33.60101,1400
-31.89147,1400
-32.06124,1400
-31.98949,1400
-32.06653,1400
-31.95597,1400
-25.92982,1400
-31.86319,1400
-31.96128,1400
-31.98001,1400
-34.98381,1400
-32.5194,1398
-33.64561,1398
-33.62665,1398
-33.79639,1398
-33.15094,1398
-34.01011,1398
-32.7491,1398
-31.8138,1395
-33.65367,1390
-31.93931,1386
-33.67926,1383
-31.95147,1380
-31.99024,1380
-31.93349,1380
-32.12968,1375
-33.61459,1370
-33.54007,1365
-33.60557,1364
-33.6213,1353
-31.88696,1350
-34.97724,1350
-33.60091,1350
-33.64757,1350
-33.55399,1350
-32.00841,1350
-33.61707,1350
-33.95974,1350
-17.93366,1350
-17.95029,1350
-33.64783,1350
-31.9726,1350
-33.64328,1350
-32.00181,1350
-17.97165,1350
-33.63531,1350
-21.94879,1340
-33.97035,1338
-33.9377,1335
-31.9343,1330
-33.34386,1330
-32.04363,1330
-32.54518,1322
-32.05819,1320
-21.94682,1320
-33.66207,1320
-31.95668,1316
-33.63565,1311
-31.74349,1309
-32.0043,1305
-33.65497,1305
-33.56512,1302
-33.56031,1302
-33.60952,1302
-31.96035,1302
-34.98308,1300
-31.98961,1300
-32.02795,1300
-27.75575,1300
-31.92027,1300
-33.99717,1298
-33.81265,1298
-33.64362,1298
-33.61671,1298
-32.27598,1298
-33.99339,1298
-33.99318,1298
-33.65756,1296
-31.88714,1295
-32.05466,1295
-33.62055,1295
-31.97182,1295
-32.54628,1290
-31.62096,1288
-32.70825,1281
-33.87245,1280
-33.6081,1275
-33.6356,1275
-33.8805,1275
-33.59885,1275
-31.67176,1272
-33.95762,1269
-33.99049,1262
-33.151,1262
-33.86924,1262
-31.89033,1260
-32.07872,1260
-34.01763,1260
-32.02953,1260
-33.78727,1260
-31.89185,1260
-32.07593,1260
-21.94245,1260
-32.09508,1250
-33.96657,1250
-31.54399,1250
-31.97683,1250
-31.89212,1250
-31.72471,1250
-31.95431,1250
-31.86984,1250
-31.89757,1250
-31.97736,1250
-31.89715,1250
-31.89715,1250
-31.89571,1250
-31.8636,1250
-31.95513,1246
-33.61726,1245
-33.86736,1240
-33.73939,1240
-33.69192,1230
-33.60507,1227
-31.80784,1225
-31.92097,1225
-31.9697,1225
-31.93593,1225
-33.60906,1216
-31.95182,1210
-33.60523,1203
-17.97238,1203
-33.60074,1203
-33.6292,1203
-33.60771,1203
-32.54167,1203
-33.74106,1202
-33.69367,1202
-33.67565,1202
-17.94561,1202
-33.65244,1202
-33.98009,1202
-33.9185,1202
-34.93612,1202
-33.97819,1202
-35.0233,1202
-33.94264,1202
-33.64105,1202
-32.04497,1200
-31.95056,1200
-17.93183,1200
-31.87682,1200
-32.06538,1200
-32.01298,1200
-35.00599,1200
-33.2784,1200
-33.66045,1200
-32.11604,1200
-31.65591,1200
-33.99737,1200
-33.6036,1200
-33.61582,1200
-31.88932,1200
-32.05591,1200
-23.14051,1200
-33.91474,1200
-33.59987,1200
-33.94106,1200
-33.63195,1200
-33.62773,1200
-31.95342,1200
-33.64544,1200
-31.98961,1192
-33.60945,1192
-33.79627,1190
-31.90861,1190
-31.93205,1190
-32.01313,1190
-28.38621,1190
-33.61551,1190
-31.83058,1190
-33.99376,1185
-33.94044,1185
-33.64219,1185
-33.64842,1185
-33.65244,1185
-32.06361,1185
-33.62151,1185
-31.94706,1183
-31.98717,1183
-32.02438,1183
-33.65432,1182
-21.94704,1179
-31.95787,1176
-31.83846,1176
-31.98432,1173
-31.96574,1173
-33.99488,1170
-33.7662,1170
-34.94175,1160
-21.9545,1160
-32.55244,1156
-32.58914,1156
-32.59446,1156
-31.95683,1155
-33.99111,1155
-33.56062,1155
-33.56436,1155
-33.60912,1154
-33.79612,1150
-31.95116,1150
-31.94059,1150
-33.5992,1150
-31.88645,1143
-33.59979,1143
-32.0529,1143
-33.61766,1143
-33.97347,1142
-31.68957,1140
-31.93909,1140
-33.96955,1140
-31.95118,1140
-31.95116,1140
-33.65579,1140
-34.07331,1140
-32.41258,1128
-31.74118,1125
-31.86265,1125
-33.62874,1125
-33.51546,1125
-33.67309,1125
-31.93413,1125
-33.56274,1125
-33.63392,1125
-33.65106,1125
-33.55655,1125
-33.64051,1125
-33.65905,1122
-31.89474,1120
-34.88089,1120
-32.27716,1120
-33.65761,1120
-31.93363,1120
-33.60329,1120
-31.94947,1120
-33.63762,1120
-32.23372,1120
-31.94772,1113
-31.95481,1113
-31.96655,1113
-31.95662,1113
-31.9134,1110
-33.60978,1106
-33.52682,1102
-33.52179,1102
-32.55216,1102
-31.34404,1102
-33.65495,1102
-33.24078,1102
-35.02302,1102
-33.67958,1102
-31.90065,1102
-33.66651,1102
-33.6572,1102
-33.66816,1102
-31.74123,1100
-33.9675,1100
-33.59754,1100
-31.9353,1100
-32.04389,1100
-31.98953,1100
-33.60966,1100
-17.93408,1100
-31.9755,1100
-31.55281,1100
-33.55608,1100
-32.11895,1100
-33.61962,1100
-33.66808,1100
-35.00817,1100
-33.66301,1100
-33.58038,1098
-32.0639,1096
-31.99604,1096
-31.89522,1096
-33.55753,1095
-33.65209,1092
-33.65574,1089
-33.60928,1088
-33.60985,1088
-31.9441,1083
-33.61399,1083
-33.56176,1083
-35.00576,1083
-31.98502,1083
-31.99607,1080
-27.75397,1080
-33.64537,1080
-33.94374,1080
-33.60962,1078
-33.68673,1077
-32.50488,1074
-31.85508,1070
-33.56278,1066
-32.04203,1065
-33.6388,1065
-33.86752,1064
-31.99788,1064
-33.52778,1062
-31.81103,1059
-32.52586,1052
-32.50393,1052
-32.62989,1050
-33.99425,1050
-33.99583,1050
-31.01487,1050
-17.9513,1050
-32.02454,1050
-17.95019,1050
-35.08498,1050
-33.65786,1050
-32.58813,1050
-24.88254,1050
-32.00866,1050
-15.72068,1050
-33.63663,1050
-31.49058,1050
-32.58578,1050
-33.15236,1050
-31.70034,1050
-33.51691,1050
-32.60307,1050
-31.94996,1050
-33.60289,1050
-32.0461,1050
-31.78092,1050
-33.6317,1050
-34.95455,1050
-20.31092,1050
-33.62521,1050
-32.01845,1050
-31.9509,1050
-31.94938,1050
-33.61745,1050
-33.67281,1050
-33.63388,1050
-17.93895,1050
-32.05846,1050
-31.82041,1050
-33.52247,1050
-32.01212,1050
-33.62503,1050
-33.55828,1050
-33.86222,1050
-33.77123,1050
-33.75648,1050
-33.56299,1050
-35.00772,1050
-33.67996,1050
-33.62245,1050
-33.67656,1050
-33.66493,1050
-33.66366,1050
-31.94262,1047
-32.04717,1047
-31.76475,1044
-31.67078,1044
-31.952,1043
-32.03237,1043
-32.06885,1043
-31.98731,1043
-31.78724,1043
-31.82902,1043
-31.94364,1043
-31.9417,1043
-31.9469,1043
-31.95003,1043
-31.99507,1043
-32.03489,1043
-31.95071,1043
-31.95486,1043
-33.60889,1042
-31.82131,1040
-32.06737,1040
-33.60936,1040
-31.82223,1040
-33.60916,1036
-32.26488,1035
-33.6949,1035
-33.61258,1034
-33.61059,1032
-31.88909,1022
-31.94236,1015
-33.60988,1014
-32.01081,1008
-32.06665,1008
-17.97106,1005
-32.01363,1002
-34.44106,1002
-33.97542,1002
-32.5204,1002
-33.67736,1002
-32.59713,1002
-33.95902,1002
-33.98788,1002
-33.97909,1002
-32.60243,1002
-33.65925,1002
-33.94722,1002
-33.99583,1002
-33.96582,1002
-33.93814,1002
-32.32157,1002
-33.66079,1002
-33.67516,1002
-33.55954,1002
-33.64719,1002
-33.97931,1002
-31.64973,1001
-30.73817,1000
-32.03174,1000
-31.94901,1000
-27.71818,1000
-31.98198,1000
-17.93076,1000
-31.95928,1000
-33.60718,1000
-32.57852,1000
-31.97228,1000
-32.05529,1000
-31.90325,1000
-31.946,1000
-31.90985,1000
-33.60039,1000
-33.6044,1000
-31.95262,1000
-32.16867,1000
-31.54945,1000
-31.93039,1000
-31.99249,1000
-34.98937,1000
-33.95546,1000
-31.95,1000
-31.89161,1000
-31.89604,1000
-31.89479,1000
-31.89617,1000
-31.89654,1000
-31.9488,1000
-31.89132,1000
-33.61523,1000
-31.0242,1000
-31.98619,1000
-31.91829,1000
-34.9987,1000
-33.66684,1000
-31.79476,1000
-33.95485,999
-33.59934,992
-33.67865,990
-21.95431,990
-21.94821,990
-35.07724,990
-33.56129,990
-34.33037,990
-31.96247,990
-35.00522,990
-32.04394,987
-21.94987,986
-21.94976,986
-32.06186,985
-31.85539,984
-32.40163,984
-34.99933,982
-34.3891,978
-32.05768,975
-33.63132,975
-33.63949,975
-33.59885,975
-33.86654,975
-33.66304,975
-33.60434,975
-33.60202,975
-33.65682,975
-33.62441,975
-33.64036,975
-33.6382,975
-33.63934,975
-31.89382,975
-33.65856,975
-33.61816,975
-34.02128,975
-31.99394,975
-33.62295,975
-33.63005,975
-33.6357,975
-33.65648,975
-33.63037,973
-32.05618,973
-31.84249,973
-31.959,973
-33.63437,970
-31.92301,969
-31.96073,968
-31.95073,966
-33.9519,962
-31.34667,962
-33.9526,962
-33.659,962
-31.95478,960
-31.97974,960
-32.27717,960
-35.00041,960
-32.06327,960
-33.97547,960
-33.61135,960
-31.96121,960
-32.07614,960
-31.96682,960
-33.63886,960
-31.84017,960
-17.97221,960
-32.10575,960
-33.60291,960
-33.62386,960
-32.52916,959
-30.74735,952
-21.94764,952
-31.95225,950
-32.28798,950
-27.70404,950
-31.97561,950
-32.0193,950
-31.79445,950
-33.65681,950
-33.61136,950
-33.60824,950
-31.94773,950
-33.94914,950
-33.66555,950
-33.60632,950
-17.95788,950
-32.07333,946
-32.04199,945
-31.98118,945
-32.00132,945
-27.75685,945
-31.9463,945
-31.98579,944
-31.97453,944
-31.9526,944
-33.94866,940
-31.98087,938
-33.66052,936
-33.65974,936
-33.94876,930
-33.65035,930
-33.79467,930
-31.35079,930
-32.03509,930
-33.60064,930
-33.67926,930
-33.60019,930
-33.97298,930
-21.94822,930
-21.95049,930
-33.60113,925
-34.0207,922
-21.95261,922
-31.98256,921
-31.95912,920
-31.95792,920
-31.95332,920
-31.95627,920
-34.93455,920
-33.86589,920
-31.94638,917
-31.94929,917
-31.94929,917
-31.94663,917
-31.9466,917
-31.94902,917
-32.03688,917
-21.94889,916
-21.94873,916
-31.86518,912
-31.95433,910
-33.95033,910
-31.95634,910
-32.27595,910
-33.61189,906
-32.02364,906
-33.61394,906
-31.89104,905
-31.8899,905
-32.03319,900
-31.99433,900
-33.67581,900
-31.93256,900
-31.94828,900
-32.06079,900
-33.67372,900
-33.98515,900
-33.61009,900
-33.61318,900
-33.64642,900
-31.87711,900
-33.60914,900
-33.60832,900
-33.9744,900
-33.94719,900
-32.28728,900
-33.62106,900
-33.59786,900
-32.2877,900
-32.28711,900
-31.81602,900
-33.63755,900
-33.61924,900
-33.59069,900
-32.65338,900
-32.04366,900
-31.69344,900
-33.65678,900
-33.65203,900
-33.60462,900
-33.96037,900
-33.67694,900
-31.88579,900
-33.63203,900
-32.52504,900
-33.60968,900
-31.96443,900
-31.80022,900
-33.95285,900
-31.8117,900
-17.93535,900
-33.64496,900
-17.95076,900
-33.62702,900
-27.71118,900
-33.72082,900
-33.95413,900
-33.56394,900
-32.54742,900
-32.04694,900
-33.95616,900
-31.98284,900
-33.29323,900
-33.60368,900
-31.66623,900
-31.98547,900
-31.91985,900
-33.63144,900
-31.89206,900
-31.69005,900
-33.99277,900
-33.61945,900
-33.66028,900
-32.766,900
-32.53657,900
-32.5406,900
-31.96649,894
-32.01401,894
-33.95389,894
-32.06406,894
-31.69416,888
-21.96072,886
-33.667,885
-33.69079,885
-33.44368,885
-21.94962,884
-31.89695,882
-32.00913,882
-31.56507,882
-33.62241,882
-33.62739,882
-33.61925,882
-33.63022,882
-33.63187,882
-33.65619,882
-33.61458,882
-31.89892,882
-33.63043,882
-33.60106,882
-33.62554,882
-31.95389,880
-32.11887,880
-31.97518,880
-33.60997,878
-33.60804,878
-33.61682,878
-32.54564,878
-31.92837,875
-31.94772,875
-32.05688,875
-33.66318,875
-31.94566,875
-35.09042,870
-21.95495,870
-32.0552,870
-31.84747,870
-33.62745,870
-33.94408,870
-25.93017,870
-21.9532,870
-32.01717,870
-32.27865,870
-21.94794,870
-21.95346,870
-32.06203,868
-32.12447,868
-35.06712,867
-21.94672,866
-21.94618,866
-21.94722,866
-31.97171,860
-21.94965,860
-33.61555,858
-33.67765,855
-17.92975,855
-31.95985,855
-33.71304,855
-33.62641,852
-31.83043,852
-33.61413,852
-33.62127,852
-32.05127,852
-33.60364,852
-31.56953,850
-33.95443,850
-32.54566,850
-33.65332,850
-33.63846,850
-33.59779,850
-33.60249,850
-33.60286,850
-33.65509,850
-33.64618,850
-33.61117,850
-33.66443,850
-33.60301,848
-31.95085,847
-31.95034,847
-31.88353,847
-32.06543,847
-32.46779,847
-32.0151,847
-31.83635,847
-32.06737,847
-31.97368,847
-31.88782,847
-21.95413,846
-32.01378,845
-31.89503,845
-31.97399,845
-31.97642,845
-33.94986,840
-31.93121,840
-31.92527,840
-33.95058,840
-33.67975,840
-32.06146,840
-32.52125,840
-33.69484,840
-33.80737,840
-28.74855,840
-31.65158,840
-33.63644,840
-33.97757,840
-31.90303,840
-32.59043,840
-33.63374,840
-32.41527,840
-35.02618,840
-17.96312,840
-31.99317,840
-33.9663,840
-33.60324,840
-33.60329,840
-32.07185,838
-32.52748,838
-32.52538,838
-31.83072,837
-31.83082,837
-32.08396,834
-31.89173,833
-31.87401,833
-33.63778,828
-31.66048,825
-33.75433,825
-35.08804,825
-33.64801,825
-31.80051,825
-33.75278,825
-32.15112,825
-33.65627,825
-31.88843,825
-33.99436,825
-33.99566,825
-17.93154,825
-31.89497,825
-34.22635,825
-21.95108,824
-32.58326,824
-32.06135,822
-31.99461,822
-32.53967,822
-33.62734,822
-33.63012,822
-31.95765,822
-33.59357,822
-31.98545,822
-33.63012,818
-34.44799,818
-21.95352,816
-32.05389,810
-32.5816,810
-33.61638,810
-35.08653,810
-31.94703,810
-31.72324,810
-31.94485,807
-32.07065,805
-31.94139,805
-31.95327,805
-31.98184,802
-32.53524,802
-33.62054,802
-31.87529,802
-33.61973,802
-33.60857,802
-33.60827,802
-33.62273,802
-33.60927,802
-33.94228,802
-31.98893,802
-33.6307,802
-33.61007,802
-32.52668,802
-32.5458,802
-21.94599,801
-33.87302,801
-31.92566,800
-32.0317,800
-33.67118,800
-31.95651,800
-33.65505,800
-31.87623,800
-31.97693,800
-32.0453,800
-34.05655,800
-32.59157,800
-33.68491,800
-33.69005,800
-33.86608,800
-33.40325,800
-31.94526,800
-33.93802,800
-32.29803,800
-31.79197,800
-32.62855,800
-33.99002,800
-35.06466,800
-31.89934,800
-32.03398,800
-31.89733,800
-33.65804,800
-33.96762,800
-32.20102,800
-33.66667,800
-34.31657,800
-33.68196,800
-32.57736,800
-33.64338,800
-32.03346,800
-34.99151,800
-31.9424,800
-33.66758,800
-33.9638,800
-33.65904,800
-32.60487,800
-33.6603,800
-31.01353,800
-32.00556,800
-32.44279,800
-32.23079,800
-32.6045,800
-33.69493,800
-34.91714,800
-35.01209,800
-33.66111,799
-31.90723,798
-31.99026,798
-33.5625,798
-32.04233,798
-16.79818,798
-33.63501,798
-33.86631,796
-31.94749,796
-33.64692,795
-31.95135,795
-32.011,795
-31.98028,792
-31.81514,792
-21.94879,792
-31.98796,790
-34.017,790
-33.93809,790
-33.65766,790
-32.05856,786
-31.93881,786
-17.96373,786
-31.95363,786
-31.83188,785
-33.86509,784
-33.62376,782
-33.63937,782
-32.01469,780
-32.05656,780
-27.7573,780
-33.75516,780
-32.33133,780
-33.62952,780
-33.51735,780
-31.8209,780
-17.92238,780
-34.98061,780
-34.97395,780
-32.04966,780
-33.85456,780
-17.92871,780
-32.59614,780
-33.95269,780
-31.97969,780
-34.08659,780
-33.51585,780
-33.63627,780
-34.9812,780
-27.71137,780
-27.7109,780
-21.9235,780
-31.9604,777
-31.68969,777
-31.93585,777
-31.94533,777
-21.9473,776
-33.65482,771
-32.56907,771
-31.67431,770
-33.69614,770
-31.6937,770
-32.52667,770
-32.55066,770
-33.62678,770
-33.67751,770
-34.31083,770
-31.89487,770
-35.00575,770
-35.00635,770
-35.00701,770
-33.64556,770
-33.95626,770
-31.78235,770
-33.60916,770
-31.69128,770
-33.63085,770
-33.62991,770
-31.8456,768
-31.90433,768
-32.03198,768
-33.65704,766
-33.61576,766
-33.98373,764
-31.94753,763
-33.965,762
-32.54053,762
-31.87443,762
-33.62891,762
-33.70991,760
-33.86837,760
-32.04434,760
-33.66027,760
-33.66018,760
-33.65947,760
-33.97634,760
-33.99308,760
-33.65894,760
-33.65722,760
-33.65841,760
-21.97388,760
-31.9029,760
-31.8897,760
-32.60478,760
-31.98393,760
-33.63874,760
-31.78331,758
-31.99292,758
-33.32204,756
-33.31991,756
-33.32116,756
-33.32207,756
-31.76679,750
-32.0146,750
-32.03261,750
-24.88877,750
-32.53921,750
-27.70059,750
-27.71541,750
-29.27114,750
