latitude,longitude,value
-31.92328,115.89549,100
-32.29674,115.73352,50
-31.78669,116.08319,600
-34.99685,117.94257,320
-31.93039,115.81329,1000
-33.61175,115.10627,400
-28.7572,114.64768,300
-31.94432,115.85687,155
-32.80346,116.47263,110
-33.7376,115.32735,420
-32.8447,115.97575,400
-32.29732,115.75903,280
-32.00821,115.75825,333
-33.14258,115.69273,500
-31.83416,115.76258,66
-31.89302,116.16244,5520
-28.18955,114.25121,360
-31.94022,115.85435,278
-31.72699,115.74507,198
-31.92922,115.83947,225
-32.72097,115.67009,400
-33.96506,116.13608,368
-33.61023,115.10635,400
-31.97006,115.77055,3030
-34.93548,117.98363,338
-31.93817,115.89765,170
-34.67076,117.92219,94
-30.63586,115.99837,85
-32.05251,115.74908,180
-32.15923,115.99255,98
-33.52611,116.11645,450
-31.80022,116.06599,900
-32.0766,115.95426,192
-32.03217,115.80556,138
-32.32917,115.74991,398
-32.01058,115.84592,366
-33.61934,115.11244,278
-31.95541,116.03081,70
-32.31516,115.76076,90
-33.52488,116.11578,500
-33.86954,115.08298,250
-33.86689,115.0851,240
-33.86843,115.0855,260
-31.97328,115.92415,278
-31.97057,115.94709,23
-31.01464,115.33207,230
-33.95027,115.01936,1503
-31.8795,116.77728,510
-32.00778,115.95636,600
-31.99359,115.75449,615
-32.32157,115.74343,1002
-33.95317,115.06373,274
-33.95257,115.06475,274
-33.9544,115.06561,274
-33.95438,115.06555,325
-33.95364,115.0655,274
-31.68525,115.70514,110
-31.90461,115.88359,138
-28.7958,114.62417,80
-31.95039,115.90734,400
-32.01351,115.76216,228
-32.55459,115.6794,139
-31.86848,115.84667,49
-32.08969,115.83638,58
-32.30015,115.70532,597
-31.94914,115.9356,255
-31.76225,115.78217,144
-31.81103,115.87138,1059
-28.67288,114.61173,350
-33.59779,115.10112,850
-31.84783,115.77958,1575
-32.58671,115.77401,590
-31.9416,115.86149,204
-33.78964,115.99156,344
-32.15112,115.84635,825
-31.99737,116.05973,74
-32.01104,115.9179,16
-31.79065,115.74943,405
-31.65056,117.00172,90
-31.73747,115.76922,210
-32.08994,115.83711,48
-31.60008,115.6677,308
-31.57651,116.1079,1960
-28.81205,114.62314,69
-33.51611,115.5159,340
-31.86866,115.75598,160
-31.94095,115.80216,85
-17.93219,122.22866,260
-31.02669,115.33604,200
-33.67926,115.08855,930
-33.95675,115.06065,360
-31.94433,115.8723,128
-33.66005,115.2487,200
-32.63624,115.6248,240
-31.93346,115.88702,237
-31.93654,115.88131,345
-31.89401,115.82969,172
-33.95285,115.02248,900
-33.60784,115.10376,600
-32.03218,115.75464,630
-33.67161,115.35471,2500
-31.96892,115.91161,78
-34.44422,116.03426,197
-33.61638,115.10851,810
-31.99403,115.75288,390
-31.87911,115.84457,45
-31.95693,115.86603,106
-31.95693,115.86603,124
-30.30595,115.04139,120
-33.60101,115.09605,1400
-31.95693,115.86603,113
-32.05764,115.75076,139
-34.99747,117.94323,320
-31.97187,115.88723,298
-33.67281,115.10594,1050
-33.95105,115.08385,472
-31.77662,115.74309,69
-32.04296,115.8453,101
-32.18561,115.85946,44
-33.9464,115.07602,298
-35.00585,117.92578,492
-31.99249,115.91139,1000
-33.614,115.09559,1500
-34.9332,117.8472,440
-31.94825,115.84706,105
-33.63757,115.08615,400
-31.95513,115.86211,12510
-31.9474,115.84522,90
-30.30414,115.0392,130
-31.84878,116.06455,188
-30.30544,115.04097,120
-30.30471,115.04036,120
-31.93865,115.85592,708
-31.94611,115.85983,540
-32.54107,115.71552,278
-32.88188,115.65668,460
-33.62337,115.11027,704
-33.9539,115.07391,594
-33.66496,115.31807,360
-33.8717,121.87716,540
-31.74208,115.77171,418
-31.74367,115.76984,578
-31.91914,115.91988,70
-33.96452,115.08292,298
-32.06503,115.76213,222
-32.32194,115.74258,120
-31.97079,115.88726,655
-33.60249,115.10366,850
-33.33183,115.6374,180
-33.33195,115.6379,180
-31.89519,116.05992,90
-33.33061,115.63745,180
-31.89344,116.05804,150
-32.20102,115.98192,800
-32.1802,115.85976,222
-31.90606,115.82904,136
-31.99222,116.02067,24
-31.97356,115.88526,303
-31.96743,116.05395,1800
-31.9334,115.88663,98
-31.93997,115.81861,176
-32.53007,115.78552,256
-32.16666,115.99298,50
-31.95432,115.88,303
-32.0985,115.76181,70
-32.01269,115.93004,384
-33.32985,115.64409,74
-33.8628,115.02987,295
-33.31648,117.74072,84
-33.9766,114.9919,600
-31.95476,115.84879,190
-33.99656,115.04226,660
-31.92264,116.16065,120
-31.95992,115.87084,303
-33.65523,115.33383,120
-33.95109,115.062,548
-31.97159,115.92473,40
-31.89147,115.7575,1400
-31.90542,115.9426,117
-31.89211,115.7816,165
-32.60636,115.63197,570
-33.63187,115.14438,882
-33.65619,115.06505,882
-31.97043,115.92414,27
-33.34825,115.62932,120
-32.53316,115.9891,400
-32.06375,115.77233,110
-33.9454,115.06231,160
-31.95292,115.84872,80
-31.9624,115.80615,350
-34.95539,117.35834,260
-33.8571,121.89858,597
-33.40202,115.62173,60
-31.01792,115.33097,1503
-31.92101,115.90323,236
-32.03999,115.94856,180
-32.1351,115.84732,100
-33.64699,115.35325,360
-31.34659,115.49624,410
-32.01463,115.76089,240
-33.95113,115.05966,360
-32.58445,115.7772,1653
-32.06481,115.93641,66
-32.03865,115.80805,121
-33.61106,116.26884,265
-31.94007,115.85029,608
-28.75631,114.61787,104
-31.84017,116.03147,960
-31.89127,115.7944,507
-31.95035,115.855,290
-31.95136,115.85694,210
-31.95318,115.84798,85
-31.95287,115.84777,80
-15.8446,128.72884,180
-34.23898,116.1554,120
-33.60956,115.10692,500
-33.61013,115.10501,540
-33.60975,115.10572,540
-33.60852,115.10536,540
-33.60966,115.10509,1100
-33.60997,115.10658,878
-33.60824,115.10552,950
-33.60875,115.10714,640
-33.60857,115.10519,640
-33.60963,115.10706,500
-33.60942,115.1065,640
-33.60982,115.10684,500
-33.60969,115.1072,700
-31.92477,115.85643,540
-33.60965,115.10631,540
-31.92688,115.88127,178
-33.86806,114.98728,560
-33.61094,115.1077,400
-32.06378,115.87191,3495
-33.66667,115.04156,800
-31.95691,115.86597,256
-31.94636,115.86165,109
-32.30918,116.05269,100
-34.99572,117.23007,338
-34.21148,115.95401,120
-15.84385,128.72843,360
-31.01465,115.33269,228
-31.34448,115.49758,298
-33.65888,115.29417,340
-23.35309,119.73765,114
-33.61636,115.10666,390
-33.63697,115.1104,334
-31.88628,115.76472,55
-31.87916,116.76214,400
-33.60978,115.1057,1106
-34.31657,115.16067,800
-34.08793,115.11085,195
-34.08732,115.10921,164
-31.80317,115.75155,297
-31.9481,115.85837,150
-32.10321,115.84686,290
-33.64889,115.05238,454
-27.72038,114.16251,168
-33.92065,115.10677,480
-33.65063,115.35132,348
-34.34004,116.14426,197
-34.34186,116.14436,394
-32.27883,115.72263,500
-34.06824,115.12638,164
-31.88833,116.01223,198
-17.96418,122.21422,110
-27.70497,114.17223,750
-33.31654,117.7414,94
-33.31522,117.74204,120
-31.94303,115.85512,396
-32.52881,115.70468,454
-28.77717,114.61916,280
-32.04613,115.75882,131
-32.10453,115.953,50
-31.88945,115.84093,242
-33.65809,115.28593,368
-33.86365,121.87548,202
-31.93272,115.84297,190
-31.95702,115.90376,59
-32.06667,115.94144,172
-32.06939,115.86039,417
-32.06855,115.86099,393
-33.52695,115.50944,260
-33.44188,115.70603,328
-31.98804,115.78361,720
-31.9219,115.90162,262
-31.70812,115.79923,50
-31.7063,115.80017,64
-31.87076,116.03438,99
-33.33098,115.64416,268
-33.59859,115.10159,588
-33.6896,115.02882,298
-31.98923,115.90745,276
-33.89581,115.83088,400
-33.34775,115.63939,60
-31.48376,118.2738,120
-31.48264,118.27834,110
-31.17614,117.37934,124
-33.9185,116.12455,1202
-33.51626,115.51527,750
-32.49485,118.26726,84
-31.8117,115.86973,900
-31.94274,115.85271,155
-33.60286,115.10348,850
-28.89159,114.68884,130
-34.95314,117.34608,170
-33.6356,115.15355,1275
-31.90557,115.90708,366
-31.90085,115.94081,68
-27.75058,114.14973,2100
-34.95327,117.34596,160
-32.36622,115.73161,368
-32.06737,115.93558,1040
-31.63378,116.79535,80
-31.62216,117.01488,90
-33.99613,114.99692,600
-33.13933,115.69172,252
-29.24659,114.92205,660
-31.92593,115.89462,202
-33.67086,117.56004,260
-17.93366,122.21732,1350
-32.53535,117.08166,80
-34.95329,117.34446,150
-34.951,117.34631,150
-34.95253,117.34564,150
-34.95263,117.34591,150
-32.08165,115.77946,298
-32.05141,115.95199,160
-31.95124,115.91748,300
-23.35994,119.74153,100
-33.55459,115.56276,220
-32.01544,115.76193,180
-33.61912,115.11306,738
-31.98709,116.09634,300
-33.55442,115.56472,210
-33.58038,115.45316,1098
-28.77261,114.62146,70
-34.98457,117.35186,275
-31.96851,115.9287,700
-34.98424,117.35373,290
-33.61182,115.10813,742
-28.63597,114.72375,150
-33.38445,115.85572,262
-33.66387,115.26093,420
-33.60369,115.0973,588
-33.77772,115.84426,348
-32.01641,117.40516,120
-33.63027,115.10158,400
-31.94773,115.86659,950
-31.77806,115.74421,366
-34.04907,115.61287,348
-33.65832,115.28517,600
-32.6388,115.62098,288
-32.5809,115.79524,140
-32.11234,116.09446,268
-30.64672,115.99914,50
-31.94731,115.8602,54
-31.53231,115.62934,34
-31.94589,115.84025,121
-32.0141,115.84849,400
-31.93917,115.86798,393
-31.92658,115.94525,40
-32.06997,115.75986,455
-31.9372,115.87586,202
-31.87846,115.84571,34
-35.02209,117.88746,400
-34.98314,117.35205,230
-25.93017,113.54014,870
-24.87992,113.65396,140
-33.58046,115.80687,170
-33.61566,115.10922,390
-31.67885,115.7213,166
-33.61936,115.11366,1953
-33.65704,115.26711,766
-33.63392,115.08516,1125
-32.53031,115.69447,338
-33.99737,114.99704,1200
-33.62116,115.11165,500
-33.56129,115.06329,990
-33.56127,115.06259,660
-34.61652,117.66173,193
-17.95695,122.20923,320
-17.95725,122.23703,53
-30.74818,121.46689,94
-32.52708,115.69741,240
-31.75455,115.73588,447
-27.70041,114.16894,280
-32.5119,115.73358,80
-32.02953,115.90763,1260
-33.66079,115.04105,1002
-31.27796,115.44276,280
-34.97097,117.33103,400
-28.82703,114.63737,70
-33.20595,115.71482,47
-35.01844,117.89908,220
-33.20062,115.71456,60
-32.01027,115.75235,444
-33.5625,115.06538,798
-31.95141,115.83205,446
-34.43438,116.07311,154
-31.70782,115.79994,50
-32.06504,115.75191,196
-31.95942,115.87204,8550
-32.60217,115.6501,1678
-33.52114,115.51434,170
-32.67344,115.65504,420
-33.95559,115.07444,400
-33.63027,115.14102,400
-33.6296,115.39267,280
-32.58305,115.64777,480
-32.27854,115.71174,220
-33.94374,115.01762,1080
-34.43299,116.07318,154
-34.43286,116.07448,154
-34.43267,116.07322,154
-33.88404,116.18597,348
-31.94942,115.85321,435
-31.95831,115.87354,124
-31.96017,115.8728,244
-31.91166,115.84295,101
-28.74114,114.62111,540
-31.94742,115.84389,476
-32.05186,115.75523,202
-33.78779,115.99031,344
-31.34469,115.50904,336
-31.98691,115.99797,60
-31.80167,116.29348,74
-33.32535,115.69494,99
-35.05827,117.63229,300
-28.77858,114.60781,150
-31.9559,115.86705,85
-31.83073,115.74915,600
-31.83073,115.74915,684
-31.94955,115.86529,190
-31.67405,116.06415,168
-31.82644,115.75686,99
-32.05303,115.75684,202
-32.05111,115.75535,202
-32.05247,115.75532,202
-32.06105,115.74205,540
-32.06071,115.74081,540
-32.06273,115.74074,540
-31.92255,115.86843,180
-32.67328,118.14995,150
-34.02859,115.01575,460
-31.94667,115.84104,75
-30.7368,121.4712,198
-32.01002,115.91734,345
-32.06952,115.75331,447
-32.06934,115.75385,417
-32.06815,115.75356,417
-32.06789,115.75244,447
-32.06773,115.75371,447
-32.0689,115.75326,447
-31.87767,116.00938,306
-32.06806,115.75406,447
-32.06816,115.75175,447
-32.0691,115.75311,417
-31.48789,118.2768,144
-33.95068,115.08568,586
-31.94188,116.05205,220
-31.94187,116.05235,160
-31.91451,115.88594,366
-31.69251,115.73314,581
-31.35084,115.50382,460
-32.89024,118.6272,240
-32.02418,115.83048,333
-31.68829,115.70448,138
-33.61204,115.10729,680
-33.31537,117.74283,94
-33.31553,117.74248,94
-33.31676,117.74292,84
-33.31629,117.74136,84
-33.31697,117.74069,84
-33.31697,117.74119,64
-33.31506,117.74243,64
-33.31708,117.74259,64
-31.86117,115.79312,1750
-32.07278,115.75324,480
-31.94042,115.87225,525
-32.52338,115.72663,172
-31.82746,115.74873,255
-31.91465,115.95416,160
-32.04174,115.81611,72
-31.68673,115.70461,222
-31.88719,115.76486,60
-31.94173,116.05169,1598
-32.08296,115.81287,285
-31.94236,115.82491,1015
-31.91639,115.82658,34
-31.87506,115.87825,157
-27.70503,114.16855,268
-32.04073,115.80919,149
-31.95339,115.82681,80
-31.88842,115.76007,140
-32.16573,115.85907,40
-32.07128,115.75911,1500
-30.30035,115.04081,360
-32.52134,115.72483,260
-31.89511,115.76026,484
-32.02003,115.95364,160
-33.8445,121.89965,180
-31.94232,115.85413,149
-31.99516,115.87264,660
-33.88409,116.18685,320
-33.6108,115.10669,650
-33.88279,116.18667,300
-31.75405,115.73734,448
-31.95181,115.828,450
-31.93783,115.84751,90
-32.12981,115.93193,40
-33.63388,115.08383,1050
-31.94091,115.84962,363
-33.95164,115.08557,380
-32.04329,115.93132,222
-32.04428,115.93025,210
-32.88188,115.65668,410
-31.9568,115.81532,3794
-33.62329,115.10738,380
-33.61897,115.09308,400
-32.05279,115.75403,267
-32.05279,115.75403,267
-32.02942,115.95347,20
-32.05279,115.75403,267
-32.05279,115.75403,267
-32.05279,115.75403,357
-31.86031,115.92249,99
-31.92469,115.89462,303
-33.63625,115.37937,650
-31.93947,115.8693,166
-31.88946,115.8324,118
-32.062,115.83769,75
-32.05399,115.9427,240
-31.9791,115.92661,250
-32.06364,115.83817,75
-24.86568,113.67641,90
-31.8807,116.76182,99
-31.88113,116.76226,99
-35.05813,117.53236,320
-32.2734,115.73334,496
-28.77989,114.60113,198
-17.93895,122.23116,1050
-31.94314,115.75728,130
-32.07523,115.79671,270
-30.32159,115.03472,250
-32.05634,115.7539,596
-31.72066,115.8237,74
-33.60581,115.09856,750
-32.083,115.75706,222
-31.95142,115.85171,605
-31.95069,115.85113,540
-33.96073,116.14781,80
-31.94774,115.85986,60
-31.94774,115.85986,45
-31.57568,116.44383,134
-32.32029,115.81726,262
-32.21719,115.80794,260
-32.20087,115.79401,260
-32.17677,115.79541,262
-31.95402,115.84706,198
-31.96607,115.9489,660
-31.88725,115.81818,34
-31.84081,115.81051,34
-31.9166,115.83807,298
-32.06413,115.75343,380
-31.9546,115.8476,160
-31.95383,115.84796,250
-32.08082,115.75797,126
-32.10026,115.84311,50
-32.45343,115.76021,174
-30.84302,115.86356,98
-32.33155,115.74968,270
-32.0512,115.75494,180
-32.02227,115.95612,600
-31.80021,115.97292,270
-33.62205,115.10643,65
-33.66722,115.33025,160
-31.95504,115.82141,240
-31.91579,115.91096,750
-17.93486,122.21445,535
-31.97399,115.85748,845
-32.06124,115.95095,1400
-17.93535,122.21414,900
-31.959,115.87344,973
-17.93408,122.21602,1100
-31.9469,115.8546,1043
-31.95645,115.86548,267
-31.93307,115.86717,10890
-33.65746,115.10468,420
-33.95626,115.04516,770
-31.93525,115.86671,80
-31.98946,115.75446,150
-34.39466,119.37977,180
-31.93696,115.90084,225
-31.93922,115.83121,333
-33.68196,115.00295,800
-31.89517,115.75711,1564
-35.00262,117.5761,292
-31.89026,115.99404,150
-31.94433,115.8723,178
-33.666,115.08251,90
-31.89284,115.77454,512
-31.90221,115.78265,402
-31.92416,115.88057,720
-31.0149,115.32917,298
-31.74183,115.77346,8370
-17.96161,122.23526,100
-33.8364,121.90875,394
-32.01923,116.09026,100
-32.0295,115.7679,170
-31.88543,115.77632,150
-17.92965,122.21701,80
-29.27851,114.92083,220
-33.63144,115.09967,750
-32.04105,115.8077,70
-32.57736,115.65933,800
-31.94774,115.85986,49
-32.01612,115.95732,150
-31.94774,115.85986,60
-31.89997,115.79219,400
-31.94774,115.85986,60
-31.94774,115.85986,49
-31.94774,115.85986,49
-31.94774,115.85986,55
-31.94774,115.85986,49
-31.94774,115.85986,49
-31.77376,115.73469,198
-31.9409,115.85371,149
-31.97612,115.89547,177
-33.95529,115.01743,214
-33.5969,115.08373,1554
-31.95526,115.8478,366
-32.06528,115.95311,17
-31.99649,115.85675,198
-33.61551,115.10717,1190
-35.08882,117.93848,591
-31.89255,115.78412,129
-31.95402,115.84767,85
-33.6599,115.26768,300
-21.95074,114.13756,2184
-31.94636,115.86165,1694
-33.56349,117.42428,240
-33.60952,115.10611,1302
-33.60945,115.10632,1192
-31.89437,115.75873,40
-31.98246,115.75491,6643
-33.14299,115.69417,284
-32.67058,118.14923,154
-31.88654,118.04123,120
-31.9332,115.83782,180
-32.01623,115.75849,402
-31.92262,115.90315,34
-32.04316,115.77882,140
-17.90223,122.22474,300
-32.05763,115.75097,99
-31.95135,115.85154,795
-33.85296,121.89986,250
-31.9755,115.85591,1100
-31.95711,115.86707,222
-31.98423,115.86599,400
-33.84457,121.90007,180
-31.99417,115.85972,540
-32.00714,115.75881,210
-31.98949,115.86268,1400
-31.96655,115.89871,1113
-31.98134,115.86482,1750
-32.56187,115.74803,390
-31.90056,115.788,636
-31.89411,115.94908,95
-33.64338,115.36741,800
-31.60627,115.66009,90
-32.01616,115.90577,55
-33.56003,115.06382,3000
-31.91324,116.13369,78
-32.01301,115.84589,436
-33.64113,115.02734,450
-33.64123,115.02739,450
-33.64177,115.02796,450
-31.93865,115.93273,29
-32.12133,115.93765,68
-33.60936,115.10645,1040
-31.01766,115.33372,250
-33.60962,115.10664,1078
-32.3077,115.73413,120
-34.02047,115.03939,260
-35.01676,117.87676,400
-34.976,116.73291,348
-33.63804,115.07671,1860
-33.94819,115.07518,440
-31.95,115.82942,3500
-31.83372,115.75528,660
-32.41527,115.76766,840
-35.01068,117.3075,690
-33.63984,115.02725,450
-32.58652,115.77245,600
-32.46612,115.76598,90
-31.98579,115.75635,944
-30.7472,121.46815,94
-33.62095,115.10179,190
-31.97956,115.9026,360
-30.75998,121.48262,260
-31.94379,115.82417,118
-32.01204,115.89956,111
-31.84401,115.7575,308
-33.34577,115.64937,104
-32.04691,115.89287,693
-33.65106,115.0656,1125
-33.64496,115.03092,900
-31.95904,115.86487,150
-28.77801,114.60571,158
-34.3135,115.15812,150
-32.54228,115.70831,193
-34.43572,119.38759,179
-34.43572,119.38759,159
-34.43572,119.38759,179
-32.26108,115.85448,80
-31.84283,115.75682,268
-33.34798,115.63769,60
-17.9583,122.21122,1503
-34.50898,115.99511,348
-34.07783,115.79471,450
-31.84444,115.75765,242
-31.84454,115.756,222
-31.91849,115.92075,70
-32.06653,115.7563,1400
-31.94763,115.84081,169
-31.74379,115.77212,627
-32.00485,115.75456,492
-31.77184,115.77626,74
-32.52436,115.72382,303
-28.49906,114.59358,74
-20.62757,117.19626,260
-31.92099,115.89928,63
-20.62799,117.19521,260
-25.93132,113.54209,600
-31.96753,115.92003,36
-33.67516,115.04887,1002
-31.93216,115.80393,180
-35.00657,117.88919,420
-17.92928,122.23158,348
-31.79022,115.99657,39
-31.96833,115.84883,745
-31.87512,115.78305,605
-31.83082,115.7469,837
-29.33504,121.49173,199
-31.87819,115.85016,100
-33.63812,116.56491,248
-31.82263,115.96594,176
-17.95831,122.21091,1563
-17.95723,122.2104,1593
-33.86589,121.88826,920
-28.79309,114.61833,280
-33.6036,115.10275,1200
-33.94851,115.07429,180
-31.95662,115.86908,1113
-33.55916,115.05962,500
-31.98278,115.77303,1500
-31.95248,115.84734,85
-33.95365,115.07842,187
-34.96158,117.35614,200
-34.95956,117.35575,200
-33.60803,115.09105,450
-33.61534,115.10899,290
-33.95021,115.06845,155
-33.61511,115.10805,190
-33.94892,115.0708,600
-33.94732,115.07329,180
-33.46713,115.92187,500
-33.96107,115.07683,1488
-31.89303,115.77111,556
-32.53462,115.7194,200
-31.79454,115.98187,500
-32.0552,115.7448,202
-33.64203,115.36847,400
-34.40462,115.92153,330
-35.00082,117.19905,365
-17.92928,122.23158,100
-35.01472,117.90298,328
-35.00077,117.20052,195
-31.78544,116.02097,54
-31.6894,115.70179,700
-31.88161,115.79431,149
-33.60019,115.1043,930
-32.58198,115.6633,432
-31.89975,115.97144,100
-31.89975,115.97144,99
-31.89975,115.97144,100
-31.89975,115.97144,200
-31.97247,115.8738,114
-30.31496,115.02708,280
-33.66099,115.29635,318
-34.29677,115.14493,240
-32.08287,115.8448,44
-32.05192,115.98292,180
-31.95497,115.84797,405
-32.05846,115.75055,1050
-31.93246,115.93233,49
-31.62602,115.67839,54
-32.03404,115.89126,180
-30.76579,121.48373,372
-33.60961,115.10678,500
-33.60804,115.10707,878
-33.60864,115.107,540
-33.60796,115.10627,500
-31.9834,115.90373,298
-31.95128,115.87687,318
-31.96723,115.93531,220
-34.99973,117.19851,195
-27.71334,114.16331,114
-33.97298,115.0847,930
-28.78522,114.60071,134
-33.95401,115.06624,500
-31.78865,115.73999,440
-31.55208,115.62741,234
-35.00116,117.19864,195
-31.97736,115.88212,1250
-33.65244,115.05699,400
-35.0066,116.83379,300
-33.95252,116.10166,120
-31.79281,116.02292,74
-33.65132,115.34435,500
-35.02314,117.91321,249
-32.05905,115.7506,139
-32.05812,115.74924,131
-31.89429,115.95063,99
-31.89946,115.76722,238
-32.07375,115.76213,6480
-32.15371,116.01523,700
-31.91321,115.79317,455
-33.95011,115.06882,155
-32.0776,115.76103,55
-33.65795,115.30332,186
-33.95154,115.07742,280
-31.95483,115.87919,455
-32.53094,115.69406,318
-21.9532,114.13316,870
-33.99235,114.99881,280
-33.91771,115.03621,174
-33.91771,115.03621,174
-32.04755,115.77886,262
-31.95426,115.84518,303
-31.98074,115.90869,172
-31.95417,115.94889,68
-31.82628,115.75879,64
-31.82863,115.7561,94
-31.98062,115.89026,138
-31.95003,115.84622,1043
-33.32415,115.69398,168
-31.93123,115.89039,298
-31.92133,115.88567,262
-31.94978,115.81998,270
-32.27829,115.71773,60
-33.91773,115.03479,174
-31.98792,115.90178,52
-32.52855,115.71738,500
-33.96365,115.02224,420
-33.96356,115.02405,440
-33.96498,115.02223,400
-33.96358,115.02247,400
-33.96541,115.02267,420
-33.96478,115.02442,440
-17.95076,122.21192,900
-32.52741,115.71424,440
-31.87443,115.75766,762
-33.62702,115.11108,900
-31.98842,115.86324,40
-17.94387,122.23229,300
-31.93443,115.88145,100
-31.8965,116.17086,90
-33.9563,116.10155,200
-33.94767,115.07434,338
-33.91346,115.10631,270
-33.63728,115.3745,280
-31.02897,115.33741,230
-31.01776,115.33126,398
-17.94325,122.23286,298
-33.31707,117.74263,64
-35.02457,117.91397,139
-31.92474,115.89401,560
-33.91223,115.10613,330
-33.91223,115.10613,400
-33.91223,115.10613,370
-33.97411,116.13676,110
-33.97484,116.1373,150
-33.97402,116.13814,134
-33.97573,116.13803,134
-31.55281,115.62621,1100
-33.59971,115.10059,1632
-33.94766,115.07358,250
-32.06098,115.78219,50
-31.93846,115.83798,150
-33.9415,115.07426,215
-31.81568,115.76479,318
-33.62022,115.09369,360
-32.27132,115.74088,360
-32.35188,115.76213,154
-31.70358,115.77418,88
-31.02397,115.33753,180
-31.97749,115.77125,1500
-35.02361,117.91475,640
-33.87775,115.85972,390
-31.66339,115.69244,200
-33.66188,115.01543,149
-31.97622,115.88522,131
-31.7171,115.78398,64
-32.34542,115.82831,45
-33.95043,115.06927,600
-31.48416,118.2782,150
-32.08243,115.75314,350
-32.53808,115.69992,184
-32.30319,115.71659,240
-32.37058,115.86264,94
-31.94211,115.85894,612
-33.66036,115.26854,320
-31.953,115.87975,75
-31.98802,115.90199,42
-32.05653,115.74505,472
-32.05689,115.74534,338
-32.04138,115.76119,180
-32.15286,116.04288,220
-31.99866,115.85717,225
-33.95572,115.02862,500
-31.86596,115.86439,60
-33.35128,115.6229,80
-31.98981,115.86986,27
-31.93276,115.8672,80
-32.06623,115.75618,195
-32.03556,115.94097,57
-32.03346,115.75967,800
-32.00807,115.90328,518
-32.04348,115.76198,262
-31.88398,115.81722,130
-32.00354,115.9538,39
-32.15669,115.86028,282
-32.04233,115.83653,798
-30.07011,114.97515,440
-33.55608,115.05991,1100
-31.6079,115.66103,376
-31.89335,115.76533,202
-27.70562,114.17221,1745
-32.07997,115.81923,55
-32.01956,116.0488,64
-32.11208,115.78668,420
-33.8248,121.92817,480
-30.76977,121.48642,378
-32.0023,115.95217,29
-32.00209,115.95355,29
-31.93845,115.83071,270
-31.95971,115.87123,155
-31.95254,115.93721,255
-35.0021,117.33548,590
-31.99446,115.75497,750
-32.0595,115.75648,318
-35.02751,117.88761,300
-31.95413,115.84933,298
-31.89546,115.75842,165
-31.89672,115.75888,119
-28.73307,114.61955,99
-32.01849,116.05097,64
-31.94823,115.84211,745
-31.90959,115.9064,33
-32.56824,115.75883,300
-32.04755,115.77886,242
-33.32455,115.69597,80
-32.00564,116.02067,11500
-33.61468,115.11069,400
-33.94818,115.06937,215
-33.66091,115.078,180
-32.00618,116.01977,134
-32.08367,115.78116,180
-33.94619,115.07622,580
-17.93095,122.2182,348
-34.9341,117.28477,157
-31.85011,115.83025,149
-31.96259,115.91971,40
-31.3492,115.49948,400
-33.59357,115.08352,822
-31.7309,115.7672,119
-28.73127,114.6213,79
-32.05018,115.95371,39
-32.01981,116.04964,64
-33.6784,115.09509,440
-33.6759,115.10642,168
-32.01806,116.05025,64
-31.64225,115.69948,34
-32.05786,115.74951,180
-32.05819,115.74894,180
-33.64673,115.35504,400
-32.10054,116.07971,60
-27.70504,114.16923,420
-31.9319,115.79603,2500
-33.91223,115.10613,440
-33.87764,115.8589,348
-31.83635,115.7611,847
-32.14636,116.0088,220
-31.78945,116.34674,200
-31.89677,115.75851,111
-31.89593,115.75998,139
-32.05208,115.98301,270
-33.65856,115.2777,975
-32.05205,115.98443,150
-33.99732,114.9956,2397
-32.01982,115.80391,85
-31.95171,115.81469,140
-35.02156,117.8881,180
-32.07045,115.75281,90
-21.92686,114.11729,450
-31.69172,115.70388,222
-34.0735,115.13616,690
-29.27736,114.91692,160
-29.27899,114.91701,120
-29.27862,114.91825,170
-29.27726,114.91769,160
-34.67068,117.92198,94
-34.95143,118.04013,192
-32.2756,115.73957,270
-33.34724,115.63801,118
-33.33555,115.62662,195
-32.38294,115.92031,65
-21.93502,114.12507,282
-31.8912,115.75687,1700
-33.85588,115.10656,99
-31.88741,116.05431,168
-34.072,115.13591,1610
-34.07166,115.13479,690
-34.07226,115.13618,690
-33.97065,115.0318,13222
-33.65884,115.2555,180
-31.55951,115.63261,500
-31.90815,115.90781,30
-31.98732,115.90468,516
-31.90819,115.90847,27
-21.9552,114.13196,690
-31.90749,115.90676,20
-33.34552,115.63719,118
-31.92549,115.84485,645
-32.12797,115.8742,120
-33.61459,115.10809,1370
-31.89936,115.76283,222
-31.96324,115.9147,198
-33.34661,115.64872,124
-34.07356,115.13436,2996
-31.94835,115.84198,745
-31.99524,115.75331,180
-32.52622,115.7176,599
-32.26648,115.80841,210
-33.33642,115.68637,138
-33.3362,115.68487,90
-31.88485,115.7672,363
-22.68065,114.03957,705
-17.95124,122.21284,1653
-32.01074,115.76026,101
-34.44632,116.03659,220
-34.44617,116.03467,180
-34.44595,116.03528,200
-34.44495,116.03678,180
-34.44668,116.03476,180
-32.04113,115.76551,150
-31.98157,115.91628,60
-33.65053,115.40259,160
-31.89587,115.75772,546
-31.89603,115.9509,158
-33.34734,115.65095,140
-31.91574,115.82313,120
-32.03545,115.93152,40
-32.27529,115.71706,9800
-32.04763,115.78681,115
-28.73818,114.63783,120
-28.75324,114.61783,350
-31.87255,115.84594,700
