latitude,longitude,value
-31.87284,115.75516,86
-31.67233,115.69299,168
-31.79615,115.74057,303
-32.05308,115.74888,150
-31.37018,119.11507,80
-33.62962,115.14218,600
-31.9466,115.83112,917
-32.06439,115.81905,44
-17.92927,122.21924,711
-31.89074,115.8202,248
-17.93607,122.21529,576
-35.0416,117.63187,130
-33.64537,115.35527,360
-31.94767,116.02037,100
-32.75765,115.66524,150
-31.50577,115.60593,2310
-31.98169,115.801,111
-33.94822,115.08744,222
-32.0561,115.74564,333
-32.053,115.75787,240
-31.95913,115.87525,57
-33.6164,115.0969,400
-32.03984,116.1248,320
-18.32818,122.07581,450
-32.03679,115.84599,301
-31.00311,115.32627,280
-31.93901,115.86048,378
-31.95823,115.868,400
-31.98277,115.78638,2933
-33.63132,115.1438,975
-31.756,115.75986,149
-31.80506,115.74087,560
-31.34583,115.59313,164
-32.45052,118.85533,160
-31.88446,115.75492,105
-32.06101,115.77525,176
-31.93931,115.94203,1386
-31.96007,115.87194,404
-31.93043,115.86506,192
-31.76035,115.81997,400
-32.01125,115.75717,100
-33.65642,115.29738,418
-31.94262,115.8784,115
-32.30895,115.73708,297
-32.16051,115.99122,41
-31.53965,116.07286,200
-33.94788,115.06682,149
-32.03093,115.77476,285
-32.05908,115.74968,262
-31.97027,115.94617,29
-31.94479,115.82579,357
-31.56953,116.52778,850
-32.08099,115.78645,68
-29.27278,114.92359,396
-31.88613,116.77483,160
-31.91921,115.78309,40
-32.03099,115.89158,29
-32.05283,115.76121,132
-20.62567,117.19707,90
-32.0213,115.76482,80
-31.89506,115.84966,98
-29.26638,114.92656,480
-33.60718,115.10456,1000
-31.8856,115.76493,750
-35.00427,117.86086,340
-32.01107,115.75734,138
-33.95388,115.07745,268
-31.8641,115.79955,210
-33.31462,117.33585,99
-31.96023,115.87203,330
-32.03404,115.757,150
-33.63949,115.02719,975
-31.83713,115.76222,100
-30.78226,121.48593,402
-31.95605,115.86937,120
-30.782,121.4869,405
-30.78296,121.48488,402
-31.6908,115.70597,79
-31.93875,115.90186,80
-32.00466,115.75306,415
-21.93566,114.12106,240
-31.93553,115.90535,27
-32.53967,115.71349,822
-32.06263,115.75464,1885
-32.04577,115.81125,60
-32.06372,115.78811,222
-32.07135,115.75333,75
-33.94898,115.07501,472
-17.95657,122.21024,348
-33.95156,115.06032,250
-32.37119,115.81548,50
-31.78331,115.73557,758
-32.07143,115.86763,215
-34.97723,116.72858,217
-33.67565,115.04934,1202
-31.92705,115.88012,333
-32.52113,115.72347,526
-32.05188,115.7496,605
-32.00866,115.95752,1050
-33.96748,116.15236,248
-31.89867,115.8833,60
-32.58525,115.64868,348
-31.89805,116.05706,298
-32.02517,115.94028,140
-31.98388,115.85838,297
-31.97389,115.85563,390
-32.05477,115.76511,65
-32.3011,115.70536,180
-32.05352,115.75146,338
-31.93178,116.00724,45
-31.34817,115.51242,600
-32.07996,115.77484,240
-31.76476,115.78534,303
-31.94663,115.85927,126
-33.65298,115.05688,360
-31.74118,115.72474,1125
-31.97325,115.81531,4230
-31.94089,115.83782,495
-32.00843,115.95756,270
-33.94928,115.07377,532
-35.01747,117.89954,280
-33.61321,115.11112,400
-33.95656,115.06252,198
-33.95319,115.07408,520
-30.06933,114.97396,300
-33.40237,115.60629,440
-31.94307,116.00421,120
-31.91546,115.77836,380
-15.72068,128.68857,1050
-32.26908,115.74236,148
-32.02776,115.82378,242
-17.95923,122.21123,240
-28.76188,114.61951,160
-31.95745,115.86914,135
-32.01704,115.91263,101
-28.77988,114.59942,82
-31.93565,115.9459,41
-31.94728,115.93667,164
-33.60091,115.08777,1350
-32.57109,115.66504,308
-29.94722,114.98034,280
-32.2628,115.74788,522
-33.68491,115.06146,800
-34.38784,119.3794,200
-33.98454,114.99346,480
-31.92662,115.9358,50
-31.96911,115.785,600
-32.03177,115.75675,222
-33.78098,115.97928,120
-32.0529,115.75256,288
-31.97605,115.85633,390
-31.74084,115.72459,400
-33.98637,114.99511,368
-31.82112,116.02674,149
-31.80869,115.76929,360
-32.07605,115.76188,120
-31.95662,115.87555,278
-31.86333,116.05533,120
-33.98365,114.99403,144
-32.26871,115.73779,74
-33.62703,115.12796,520
-31.90038,115.76018,125
-33.62288,115.10608,447
-31.94418,115.85807,242
-31.853,115.7524,1500
-31.97976,115.912,50
-31.94156,115.83033,47
-33.62856,115.12375,270
-33.79636,115.02021,1860
-31.9992,115.86577,42
-33.95187,115.08221,220
-31.927,116.08825,460
-33.60276,115.09856,99
-31.82112,116.02674,150
-32.05641,115.743,495
-32.08017,115.93933,44
-32.04319,115.77946,130
-31.96667,115.84906,8550
-31.94189,115.86523,128
-31.97084,115.94152,44
-33.96952,116.13325,250
-31.98755,115.89596,315
-32.05275,115.74925,525
-33.64801,115.33807,825
-32.40562,115.77103,200
-32.0696,115.88426,60
-27.71102,114.16306,220
-33.64221,115.367,80
-34.00154,115.03198,540
-33.79467,115.02018,930
-32.54102,115.7122,450
-31.94239,115.85521,140
-31.94864,115.84562,198
-21.94599,114.13838,801
-31.93079,116.07173,100
-33.95259,115.07217,390
-32.06206,115.76691,288
-31.94766,115.93725,186
-31.97595,115.8567,492
-31.96295,115.8136,400
-31.73517,115.82642,540
-31.35079,115.50608,930
-33.95259,115.07217,390
-31.88709,115.77068,59
-31.65769,115.68851,150
-31.97759,115.87881,145
-31.94359,115.8631,65
-31.97872,115.86635,2070
-31.83743,115.75433,393
-31.73859,115.79128,50
-32.4021,115.74953,80
-31.94669,115.83106,655
-33.68127,115.05414,100
-32.00507,115.85919,272
-31.95841,115.86531,303
-34.44243,116.04385,580
-32.04872,115.76608,477
-34.98474,117.34698,675
-28.76085,114.61994,104
-31.98243,115.86153,297
-32.0552,115.7448,870
-29.25068,114.93067,180
-33.94834,115.07476,644
-33.99556,116.16426,300
-31.93711,115.85047,240
-31.92823,115.84814,110
-35.01807,117.87292,394
-33.64288,115.02984,660
-33.64561,115.18698,1398
-31.93512,115.94476,54
-31.87804,116.12855,89
-31.952,115.84989,1043
-31.9895,115.89749,264
-32.08221,115.81404,250
-33.65907,115.27732,225
-34.39103,119.37931,300
-31.95458,115.8474,495
-31.9411,115.85364,145
-31.90057,115.92652,60
-31.94228,115.85287,169
-32.05466,115.74605,1295
-27.7204,114.16107,252
-31.99833,115.90575,55
-32.57779,115.66374,84
-31.91956,115.89021,330
-32.01613,115.90949,24
-31.88669,115.83162,45
-31.89649,115.87726,32
-32.07706,115.75448,456
-28.77941,114.61523,99
-32.12137,115.93789,48
-31.94752,115.93894,186
-31.94774,115.85986,60
-31.90174,115.77055,298
-31.95436,115.91062,190
-35.05245,117.48532,360
-34.17275,116.17257,94
-33.95468,115.08286,198
-32.12224,115.77071,290
-32.63583,115.64783,736
-32.50611,115.73611,578
-32.52353,115.72153,526
-32.05216,115.748,475
-31.77285,115.74357,34
-31.85937,115.76691,1800
-33.65657,115.26649,700
-33.6567,115.29711,129
-33.65619,115.267,700
-31.76793,115.78341,69
-34.02721,115.07079,590
-34.02789,115.07187,590
-31.97485,115.8115,426
-32.53279,115.70488,140
-33.3197,115.71767,372
-31.55396,116.46713,450
-33.94906,115.0747,652
-31.886,115.77107,600
-31.95194,115.86184,540
-32.04453,115.75855,149
-28.79396,114.61282,248
-31.88911,116.17337,380
-20.62524,117.19608,130
-32.05688,115.74398,875
-31.78623,115.73707,745
-31.95312,115.8424,6500
-31.95534,115.84804,90
-32.05951,115.7546,278
-32.84419,115.699,100
-33.79627,115.019,1190
-32.34648,115.75557,240
-31.92312,115.86628,540
-32.60484,115.64798,700
-31.78386,115.73958,160
-31.9505,115.84565,655
-32.03451,115.80553,375
-31.9065,115.76152,4250
-33.65761,115.26663,1120
-33.85955,121.86061,150
-33.79612,115.01899,1150
-33.85872,121.85938,250
-31.99385,115.75302,350
-17.95982,122.21131,240
-35.00395,117.33043,156
-32.57852,115.6566,1000
-33.99393,115.00027,474
-32.03453,115.75485,110
-33.99392,115.00035,700
-32.52916,115.71695,959
-32.52746,115.71813,552
-35.03053,117.54225,160
-31.79584,115.74522,660
-33.96949,115.08335,242
-31.92507,115.84756,69
-33.14588,115.69399,700
-31.98616,115.87988,175
-31.88426,115.83309,160
-31.97034,115.9402,45
-32.01515,115.9088,26
-32.28728,115.70471,900
-33.07298,115.88451,80
-31.98939,115.75282,300
-32.58281,115.65343,526
-31.93872,115.83501,150
-32.59426,115.63994,640
-31.97916,115.8141,540
-31.94895,115.93859,186
-33.53076,115.50292,561
-31.9468,115.86561,560
-33.61973,115.10154,802
-32.58304,115.80196,630
-31.84543,116.25395,40
-31.88053,116.12364,360
-32.04918,115.98587,80
-31.67708,115.71577,29
-33.61357,115.10957,1650
-34.31211,115.1575,360
-32.05793,115.74934,180
-31.58336,115.98573,170
-30.31328,115.03204,320
-33.66431,115.06222,132
-33.63716,115.02997,1653
-21.93541,114.12392,640
-32.05964,115.75122,360
-32.05768,115.88639,70
-31.94079,115.86064,80
-31.89443,115.76212,400
-32.1515,116.01475,130
-31.92999,115.76386,3000
-31.58177,115.9837,140
-31.58074,115.98384,170
-31.58042,115.98547,170
-31.58023,115.98476,170
-17.96738,122.23858,720
-31.90707,115.76061,126
-33.69005,115.00281,800
-32.6246,115.8742,178
-32.02531,115.91213,160
-32.59849,115.63718,500
-34.96235,117.34001,440
-33.95902,115.00367,1002
-31.94003,115.86121,447
-33.65767,115.27658,361
-32.27717,115.72049,960
-33.65761,115.276,52
-32.0339,115.84033,86
-35.0483,117.83883,260
-33.63663,115.38801,1050
-33.61124,115.10154,580
-33.62766,115.12403,400
-33.60857,115.10591,802
-33.61278,115.10925,700
-34.98372,117.34614,750
-31.83188,115.74884,785
-34.30762,115.15918,314
-28.37552,114.4298,195
-31.82636,115.74015,1400
-32.06044,115.75096,393
-32.03237,115.958,1043
-33.69484,115.08392,840
-31.94962,115.83511,242
-33.96644,115.006,320
-33.63105,115.13987,600
-31.90266,115.91072,53
-32.12736,115.87339,330
-31.94892,115.82784,140
-33.63731,115.03081,7000
-31.87486,115.96448,159
-31.99231,115.75468,495
-20.41648,118.60809,267
-33.85876,121.8925,126
-33.40374,115.61068,500
-31.89708,115.84787,88
-33.40361,115.69458,160
-31.95126,115.85395,1490
-32.05089,115.81494,525
-31.89043,115.84118,1440
-33.64219,115.02727,1185
-31.99596,115.89678,553
-31.86265,115.75353,1125
-31.93116,115.90644,37
-30.78185,121.47519,80
-30.32243,115.03894,720
-31.98975,115.77088,262
-33.56387,115.06042,680
-33.64043,115.02969,690
-31.83592,116.02972,298
-33.60148,115.09851,548
-32.30326,115.71591,147
-31.91102,115.8332,333
-33.39663,115.62676,70
-32.00836,115.86694,476
-33.675,115.07827,268
-32.00913,115.90185,882
-32.06665,115.78175,1008
-31.94586,115.92599,60
-31.98779,115.90162,70
-31.49058,115.58198,1050
-31.87198,116.16478,160
-34.17747,115.21232,360
-31.9899,115.75343,258
-28.87216,114.66936,140
-32.58578,115.78043,1050
-31.9923,115.89865,78
-31.85823,115.77926,472
-33.99058,114.99646,300
-33.82471,121.92876,480
-32.1688,115.85812,50
-33.97735,115.76624,300
-33.65382,115.33742,74
-32.07877,115.75594,350
-32.29214,115.70441,402
-33.35321,115.62349,152
-31.70691,115.79544,1890
-31.97949,115.81636,560
-33.83224,121.91706,440
-31.76365,115.82367,180
-32.26488,115.74528,1035
-31.95657,115.86678,310
-32.59814,115.63747,600
-27.70128,114.16952,220
-30.3021,115.03864,360
-31.88819,116.02236,134
-31.96891,115.8982,242
-28.78197,114.60376,200
-32.0831,115.93921,30
-31.6381,116.04875,79
-33.65353,115.08121,520
-31.93185,115.79955,363
-31.73177,115.74941,54
-33.98941,114.99752,300
-31.8864,115.76225,255
-31.94805,115.85573,236
-32.27504,115.73337,150
-31.95888,115.87034,168
-31.90817,115.76361,140
-31.96759,115.89775,324
-33.9448,115.05923,150
-33.63012,115.07859,818
-31.96643,115.94296,80
-32.25307,115.95088,90
-31.85643,115.83641,34
-33.59885,115.10019,975
-17.96535,122.21694,64
-33.66169,115.10781,1875
-32.06516,115.95353,68
-17.92407,122.22873,224
-32.55878,115.67559,115
-31.85643,115.83641,39
-32.05825,115.75012,270
-32.249,115.81778,20
-32.03804,115.77218,350
-31.79069,115.96007,370
-17.92201,122.22943,202
-31.97228,115.88623,1000
-31.89608,115.77659,240
-33.52133,115.51269,348
-31.99713,115.90978,40
-31.99866,115.91125,40
-31.99744,115.9118,40
-31.99734,115.91193,40
-31.99904,115.9117,40
-34.43871,116.25696,240
-32.12633,115.85803,270
-31.97646,115.89397,160
-30.30211,115.03971,360
-33.94903,115.07205,380
-31.95959,115.81771,444
-34.97531,118.04506,2400
-33.62129,115.11182,525
-34.9756,118.0449,700
-31.95693,115.86603,106
-32.23905,115.99179,53
-30.30045,115.03997,360
-32.02824,115.8229,120
-31.89335,115.77961,1470
-32.5139,115.73495,80
-33.65761,115.07994,551
-32.02555,115.89184,184
-34.97923,117.30808,450
-31.94659,115.90852,3930
-31.93127,115.83734,60
-32.56068,115.70841,100
-33.61534,115.10766,115
-33.62386,115.10927,101
-31.98291,115.8769,278
-33.51735,115.51618,780
-31.94224,115.85737,180
-31.93091,115.88313,24
-33.62665,115.41781,1398
-32.02871,115.82386,338
-31.9466,115.86641,357
-34.9827,117.34625,570
-32.11486,115.76465,109
-31.97683,115.77267,1250
-32.0546,115.74384,400
-31.96162,115.91777,70
-32.03226,115.92363,230
-31.99405,115.86547,298
-32.01969,115.8297,190
-33.15046,115.69245,400
-33.15236,115.6925,1050
-33.37923,115.65215,52
-31.82807,115.7489,1960
-33.65674,115.30975,380
-33.70435,115.0133,735
-29.24617,114.92661,140
-31.8209,115.77671,780
-32.00986,115.91581,126
-33.62048,115.11644,500
-20.41674,118.61035,291
-32.00695,115.95486,270
-32.03865,115.77308,472
-31.66763,115.69334,393
-31.92796,115.9098,110
-32.02548,115.94548,50
-33.69737,115.09112,364
-31.96924,116.00797,103
-17.96399,122.21747,124
-31.90549,115.75935,242
-31.90464,115.84521,83
-31.97185,115.81568,66
-31.97354,115.81027,98
-33.62918,115.14095,700
-30.29936,115.04038,300
-33.44444,115.60718,200
-32.49612,118.30836,60
-30.74653,121.47777,1500
-31.8042,115.7325,101
-27.80304,116.88576,89
-31.89377,116.14201,320
-27.80265,116.88479,320
-33.67073,115.32866,148
-32.04565,115.80785,60
-34.56852,115.84923,275
-33.32601,115.69655,360
-33.93482,120.09374,500
-32.04679,115.80757,60
-32.00158,115.76378,12000
-32.09255,115.78075,180
-31.95506,115.90953,80
-33.75557,115.0297,520
-31.93975,115.86796,68
-33.68393,115.09613,300
-32.06332,115.76234,32
-32.08396,115.92333,834
-32.06255,115.83562,75
-33.6263,115.12014,500
-31.98961,115.7554,1192
-15.78621,128.74541,80
-34.05513,115.06395,240
-32.06885,115.76164,1043
-31.94359,115.87452,298
-31.96123,115.94257,31
-31.94455,115.82921,242
-31.94607,115.86263,222
-32.04715,115.80904,101
-32.52614,115.71549,111
-33.65523,115.32788,348
-32.05973,115.8821,34
-32.54053,115.71157,762
-33.95443,115.0772,850
-33.49993,115.81801,750
-33.60477,115.10066,440
-26.59169,118.4956,44
-31.87152,116.01984,40
-35.00604,117.33039,180
-31.73933,115.77103,80
-31.87269,115.84107,695
-31.75468,115.73576,177
-33.64962,115.34229,368
-31.97374,115.89536,255
-33.62106,115.11162,900
-32.03509,115.75188,930
-32.0185,115.83205,404
-32.07133,115.75344,580
-33.59786,115.10051,900
-33.69159,115.00781,340
-32.2877,115.7087,900
-31.97595,115.85523,512
-32.04063,115.77528,255
-31.99562,115.89698,198
-31.96273,115.81488,256
-31.92184,115.87944,101
-28.80193,114.61745,120
-33.85375,115.10557,80
-31.97373,115.85566,625
-32.25472,115.82269,42
-31.89483,115.89031,101
-33.59855,115.10062,440
-32.04624,115.75054,334
-31.94111,115.82953,228
-31.99379,115.75576,660
-31.78457,115.74233,300
-33.62734,115.12308,822
-33.67064,115.0462,1725
-32.0445,115.87828,34
-32.05591,115.74509,297
-33.55917,115.06229,360
-31.99942,115.85723,510
-31.93513,115.94969,370
-32.30277,115.71388,87
-31.89398,115.85711,120
-34.8393,117.74065,94
-33.95321,115.0737,360
-30.3122,115.03436,328
-31.93735,115.87247,89
-32.03756,115.78138,190
-31.98087,115.8688,938
-32.43459,115.76138,228
-31.98489,115.81706,126
-33.6598,115.26757,360
-32.5276,115.74624,50
-31.94616,115.86491,90
-33.64306,115.36327,300
-32.57446,115.67054,440
-31.98766,115.76845,540
-30.30648,115.03545,210
-32.04967,115.76176,2240
-31.78496,115.73573,200
-31.99516,115.89575,218
-31.91283,115.77638,190
-31.93142,115.80761,202
-32.56048,115.70064,206
-31.94835,116.02067,120
-29.26294,114.9261,180
-32.04726,115.76102,80
-34.2967,115.14239,89
-31.94076,115.81872,50
-32.75732,115.66562,170
-35.00041,117.33155,960
-31.94673,115.85454,131
-31.98432,115.75542,1173
-32.52947,115.71584,520
-31.96982,115.88759,524
-31.83043,115.7904,852
-32.0664,115.79986,70
-34.93595,117.19822,600
-31.97901,115.86729,6510
-31.94978,115.93591,255
-32.0473,115.81386,34
-32.28711,115.71048,900
-33.64595,115.35273,170
-31.73569,115.76835,24
-32.52078,115.70248,180
-32.02424,115.75639,2400
-31.89463,115.84801,24
-31.81564,115.74359,108
-31.81551,115.74236,120
-31.95589,115.86653,90
-33.61258,115.10614,1034
-33.62874,115.12314,1125
-31.95257,115.84762,444
-31.95403,115.84726,405
-33.95501,115.07559,318
-31.49227,115.58611,100
-31.73381,115.77386,216
-33.61922,115.11414,338
-32.06045,115.75924,72
-31.88879,115.77909,130
-33.6237,115.09897,2750
-33.94701,115.04879,242
-33.97173,116.17884,99
-31.95637,115.87357,57
-32.0074,116.10707,250
-31.73327,115.77405,270
-32.0776,115.9829,80
-34.29706,115.14037,89
-35.02554,117.88912,440
-31.99002,115.88065,80
-31.99017,115.88034,129
-32.03068,115.89041,297
-31.73509,115.77386,342
-32.7145,116.06932,288
-31.82452,115.7621,298
-32.52169,115.72057,280
-32.10183,115.77919,202
-32.12596,115.77524,66
-31.85786,115.75503,393
-31.76197,115.81557,108
-32.27142,115.73596,168
-33.64757,115.0287,1350
-32.04143,115.81574,300
-32.09946,115.76008,14310
-31.80578,115.7655,30
-31.70034,115.77577,1050
-33.56464,115.06739,2250
-33.54007,115.0321,1365
-33.86608,114.99179,800
-33.65201,115.32543,2067
-31.94615,115.86274,242
-31.27157,115.44053,148
-35.0254,117.88147,144
-31.89388,115.79889,32
-31.95645,115.81237,160
-33.97227,116.17745,99
-33.51691,115.51521,1050
-31.72632,115.74554,180
-30.78127,121.47409,80
-33.62572,115.11913,1440
-34.9663,117.31213,480
-34.94582,117.22989,615
-31.89009,115.75913,290
-30.29642,115.04341,112
-31.89212,115.9051,1250
-32.6321,115.64164,300
-31.96878,115.90116,150
-32.52762,115.71833,242
-32.52805,115.71675,242
-32.52155,115.71872,336
-32.52311,115.72004,336
-34.19021,115.12768,190
-31.95846,115.87573,159
-31.9587,115.87395,159
-31.97713,116.01762,58
-31.95818,115.86481,507
-31.94826,115.93662,164
-31.7555,116.00651,160
-33.64842,115.19257,1185
-32.52151,115.71906,361
-33.84781,115.10627,380
-32.0501,115.75277,84
-32.05216,115.75577,303
-33.6645,115.05409,1725
-31.94312,115.85956,520
-33.98229,114.99281,280
-32.07393,115.7707,315
-31.94453,115.86686,350
-31.95804,115.87293,218
-35.02033,116.89408,598
-31.98382,115.9059,378
-33.64769,115.35417,440
-33.51546,115.51948,1125
-31.94903,115.95009,50
-31.88105,116.20851,360
-31.9474,115.86639,270
-31.91731,115.90407,204
-32.30454,115.70515,477
-33.64529,115.18691,700
-31.98358,115.75325,486
-32.04258,115.7641,405
-32.06207,115.76089,100
-33.40293,115.62259,44
-31.98059,115.81452,404
-31.93339,115.85379,100
-32.55523,116.00214,163
-31.93363,115.84553,1120
-32.04767,115.89639,140
-31.73326,115.73013,99
-35.03045,117.89391,50
-31.58734,116.43747,70
-31.89447,115.76394,375
-31.89602,115.76391,402
-32.01321,115.75876,50
-31.8965,115.76353,1935
-32.00711,115.91638,40
-31.67452,115.70144,372
-33.65742,115.29712,340
-32.00267,115.85494,99
-32.05168,115.748,224
-33.96284,116.13936,320
-31.82339,115.87474,438
-33.86889,114.98911,538
-33.95311,115.0711,1610
-35.00188,117.33418,340
-33.62494,115.11764,360
-33.65916,115.2792,600
-31.93094,115.94264,3330
-32.04423,115.93856,363
-31.95693,115.86603,178
-33.66213,115.04595,400
-31.86735,116.76315,170
-31.93888,115.94056,447
-31.89189,115.79923,60
-32.1265,115.85349,250
-32.01224,115.88671,245
-32.06185,115.77285,130
-33.80737,115.03381,840
-32.00246,115.91634,250
-32.04922,115.7505,75
-32.06105,115.88411,23
-33.67291,115.10562,365
-32.02502,115.90992,29
-32.08614,115.92164,92
-17.93608,122.23519,242
-31.83325,115.99321,360
-31.95925,115.91776,195
-32.5593,115.70538,90
-33.31996,115.70272,70
-31.69238,115.73186,118
-31.68732,115.73476,330
-31.34421,115.49618,180
-35.07724,117.64636,990
-31.96013,115.87323,290
-34.96817,117.28626,308
-31.95693,115.86603,157
-33.62268,115.1187,190
-33.61385,115.106,190
-31.95423,116.05689,726
-31.9345,115.84002,303
-33.60827,115.10218,802
-31.64718,115.69281,90
-31.99157,115.91183,140
-31.9423,115.87134,100
-30.29408,115.04396,100
-33.9966,115.01962,1503
-33.65354,115.32585,1500
-34.98249,117.35358,540
-33.94801,115.07391,480
-32.06024,115.76585,210
-33.95502,115.07222,600
-29.93649,114.98034,360
-33.60682,115.10011,600
-31.94638,115.83159,36
-17.92238,122.21635,780
-31.97144,115.88616,49
-33.94767,115.07648,584
-33.95798,115.05839,646
-31.75642,115.73271,447
-33.55399,115.05837,1350
-33.59979,115.10199,1143
-31.9537,115.88096,532
-35.02671,117.85468,360
-32.05856,115.79041,786
-31.79554,115.97293,676
-32.0492,115.79686,50
-33.63195,115.1009,750
-31.89822,115.77919,180
-31.81602,115.75927,900
-32.23001,115.81533,68
-31.55675,115.62919,280
-32.05543,115.74291,242
-31.96094,115.87447,2450
-32.02669,115.80367,120
-31.95433,115.84733,910
-31.84004,116.03068,520
-31.91938,115.8212,138
-32.29216,115.70294,200
-31.93446,115.86528,297
-32.07556,115.75412,204
-30.30671,115.0416,140
-33.66567,115.3422,65
-33.94724,115.07609,360
-32.05395,115.74964,540
-33.61796,115.11372,360
-31.01834,115.32969,200
-31.62096,115.67728,1288
-35.02761,117.88786,278
-31.94135,115.82093,158
-33.86787,114.98883,490
-34.96083,117.36397,510
-32.29507,115.9661,195
-32.06026,115.75391,363
-34.21229,115.07627,368
-31.97278,115.88305,600
-31.93082,115.83922,318
-31.76914,115.78457,80
-33.64008,115.37913,346
-33.67309,115.093,1125
-32.087,115.76796,55
-31.90956,115.8334,39
-32.01117,115.75343,540
-31.50885,115.60106,268
-34.20696,115.08419,150
-31.99792,115.75635,1444
-31.03675,115.38309,105
-31.89603,115.76035,320
-31.8761,115.79806,159
-32.05076,115.75109,117
-31.35017,115.51078,660
-32.0819,115.81292,98
-34.09211,115.06314,540
-33.65545,115.31008,120
-32.0445,115.79905,180
-31.99076,115.90977,242
-31.93437,115.87042,47
-32.60307,115.65063,1050
-33.98788,114.9963,1002
-33.86551,114.99055,600
-33.98844,114.99619,500
-33.95042,115.0688,430
-31.86821,115.75606,40
-33.61818,115.10009,318
-33.3532,115.63561,320
-33.6247,115.12019,744
-33.34526,115.63609,260
-33.3722,115.62599,298
-32.58502,115.66554,144
-31.9345,115.8722,55
-33.37238,115.62597,390
-33.65824,115.29313,510
-31.91301,116.08402,2450
-31.42814,116.36779,101
-31.73368,115.73081,99
-17.94926,122.21153,220
-32.52586,115.69544,1052
-31.97388,115.80503,198
-33.9516,115.09007,139
-31.82603,115.74071,600
-31.93965,115.85271,111
-31.82326,115.737,330
-32.05539,115.74249,131
-31.73765,115.76849,242
-33.68458,115.23539,114
-32.05283,115.76059,404
-32.54671,115.69388,200
-31.9435,115.85818,130
-32.03965,115.912,47
-31.95984,115.87228,190
-33.31635,115.63422,175
-31.94996,116.04806,1050
-33.85594,121.89909,560
-31.97665,115.90016,101
-32.59514,115.6379,288
-32.58186,115.66688,440
-34.32,115.16329,328
-33.9485,115.0942,540
-32.00841,115.75321,1350
-33.40325,115.60507,800
-33.95283,115.07176,360
-31.93715,115.89635,300
-31.4932,115.58493,200
-33.95352,115.07167,520
-32.01742,115.86888,40
-33.65588,115.32828,300
-32.00357,115.91274,413
-31.89602,115.83535,101
-31.94748,115.81902,278
-31.98731,115.75483,1043
-32.57316,115.66384,378
-32.52498,115.72488,440
-31.72226,115.72712,202
-32.06327,115.75261,960
-32.07664,115.75291,121
-31.89293,115.78415,250
-32.00896,115.86046,75
-31.87034,115.89727,62
-33.63437,115.39057,970
-31.9261,115.85394,100
-33.6442,115.35654,222
-33.791,121.9216,320
-31.98967,115.75398,654
-34.31527,115.13013,320
-31.94899,115.82097,303
-17.92738,122.22787,255
-31.99215,115.90256,320
-31.93905,115.80663,50
-34.04894,115.60963,288
-31.99037,116.02184,300
-32.10388,115.83595,294
-32.47188,115.74741,500
-32.52468,115.7236,250
-33.94235,115.06355,250
-34.32097,115.15993,220
-28.75747,114.61905,99
-31.96493,115.94383,180
-33.63547,115.39643,274
-32.02682,115.9596,348
-31.67258,115.71734,131
-31.9434,115.8663,298
-28.86202,114.63907,188
-31.88955,115.82898,196
-31.88683,115.77419,745
-33.94377,120.1242,248
-31.97483,115.87689,1807
-31.94292,115.85891,278
-32.07797,115.75232,90
-33.62263,115.10235,500
-31.84731,115.75546,202
-31.81881,115.7583,1400
-32.52331,115.7026,400
-21.92994,114.12697,600
-31.93281,115.88491,303
-31.84429,115.80368,100
-31.73451,115.72413,82
-31.91493,115.75722,202
-32.05493,115.74466,292
-32.01138,115.75698,11160
-33.65497,115.03477,1305
-32.03248,115.82616,180
-32.001,115.94297,200
-31.99997,115.95204,528
-33.65917,115.28068,660
-31.56507,115.63761,882
-32.53217,115.70312,1414
-31.89866,115.96827,286
-32.56561,115.66813,400
-31.89587,115.76252,366
-31.95323,115.84643,350
-31.93901,115.83867,138
-31.92808,115.95015,60
-31.89621,115.82309,45
-33.8408,121.90506,220
-32.06157,115.77093,120
-32.0643,115.78615,180
-28.74928,114.64898,75
-31.9545,115.8262,180
-31.88675,115.76108,159
-23.13862,113.76814,3045
-33.64705,115.19737,400
-31.69228,115.70234,360
-32.03966,115.76378,210
-32.50488,115.73757,1074
-28.75944,114.62005,124
-32.22713,115.99001,50
-31.8735,115.8801,350
-33.97909,115.03822,1002
-32.06543,115.75474,847
-32.02982,115.75265,80
-31.95066,115.83233,70
-31.58085,115.98335,170
-32.36165,115.81036,68
-33.67919,115.04394,530
-33.96667,115.08176,242
-32.05765,115.74832,242
-33.35112,116.17443,120
-33.96294,115.05743,750
-33.35022,116.17405,130
-31.88802,115.78981,303
-32.30917,115.73663,128
-33.35019,116.17619,180
-32.03612,115.8162,298
-32.06214,115.77934,318
-33.1031,115.69859,328
-33.97855,115.76524,360
-31.94824,115.84426,36135
-28.788,114.59891,495
-33.32747,115.64168,54
-32.27528,115.72979,1540
-31.97805,115.87648,1953
-32.06779,115.88799,140
-31.5523,116.09987,500
-33.67782,115.04568,480
-31.69217,115.73353,164
-33.61955,115.09245,380
-31.89935,115.76536,121
-31.89376,115.82736,85
-31.89603,115.78123,136
-32.06099,115.75999,90
-32.04262,115.83699,585
-31.90713,116.15533,360
-32.0126,115.8885,238
-31.94322,115.84062,1400
-33.32496,115.65611,298
-33.94295,120.12278,260
-32.04862,115.80162,27
-31.55171,115.63167,268
-31.72471,115.72584,1250
-31.93585,115.87102,47
-31.76713,116.0061,112
-32.11465,115.78911,101
